name,latitude,longitude,color,family,subgroup,country
!Xoon [nmn],-24,21.5,#998D5C,Tuu,!Kwi,Botswana
/Xam [xam],-30.34,21.82,#9D8662,Tuu,!Kwi,South Africa
||Ani [hnh],-19.3,22.5,#66877D,Khoe,Khoe,Botswana
||Gana [gnk],-19,22.5,#677F6B,Khoe,Khoe,Botswana
Aari [aiw],6,36.6,#348D6C,Afro-Asiatic,Omotic,Ethiopia
Abipon [axb],-26,-61,#9C4968,Guaicuruan,Southern,Argentina
Abkhaz [abk],43,41.03,#534768,North-west Caucasus,Abaza-Abkhaz,Georgia
Abma [app],-15.75,168.083,#A86C80,Oceanic,Southern Oceanic,Vanuatu
Abui [abz],-8.417,124.6,#B05CAA,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Abun [kgr],-0.833,132,#CBB684,West Papuan,Birds Head,Indonesia
Acehnese [ace],5.333,96.167,#DFA071,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Achumawi [acv],41.5,-121,#6E529A,Palaihnihan,,USA
Adyghe [ady],44.1,39.08,#2D5384,North-west Caucasus,Circassian,Russia
Adynyamathanha [adt],-31,139.5,#4B83B5,Pama-Nyungan,Yura,Australia
Adzera [azr],-6.417,146.25,#B88498,Oceanic,Western Oceanic,Papua New Guinea
Agarabi [agd],-6.25,145.917,#2445BC,Trans New Guinea,Kainantu,Papua New Guinea
Aghem [agq],6.39,10.12,#C28F57,Niger-Kongo,Bantoid,Cameroon
Agta [agt],17.967,121.833,#C18C6D,Malayo-Polynesian,Philippines,Philippines
Aguaruna [agr],-5.25,-78,#4A4692,Jivaroan,,Peru
Agutaynen [agn],11.15,120.95,#B1628E,Malayo-Polynesian,Philippines,Philippines
Ai-cham_Diwo [aih],25.8,107,#E5EE7B,Tai-Kadai,South,China
Ainu [ain],43.5,142,#8C5390,Ainu,,Japan
Aka [hru],27.2,92.9,#4D9188,Tibeto-Burman,Hrusish,India
Akan [aka],6.5,-1.25,#AA658B,Niger-Kongo,Kwa,Ghana
Akha [ahk],20.3,99.6,#91C7A5,Tibeto-Burman,Lolo-Burmese,Thailand
Akkadian [akk],33.1,44,#615144,Afro-Asiatic,Semitic,Iraq
Alabama [akz],32.7,-86.1,#5F29AB,Muskogean,Eastern,USA
Alamblak [amp],-4.667,143.25,#635579,Sepik,Sepik Hill,Papua New Guinea
Albanian Tosk [als],40.5,20,#757B14,Indo-European,Albanian,Albania
Aleut [ale],54,-166,#2F588E,Eskimo-Aleut,Aleut,USA
Alune [alp],-3.167,128.333,#C64CA2,Malayo-Polynesian,Central Maluku,Indonesia
Alyawarr [aly],-24.6,134.5,#5C98BC,Pama-Nyungan,Arandic,Australia
Amarasi [aaz],-10.08,124.33,#CC637E,Malayo-Polynesian,Timoric,Indonesia
Ambae_West [omb],-15.5,167.75,#C0628F,Oceanic,Southern Oceanic,Vanuatu
Ambai [amk],-1.917,136.733,#CA6983,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Ambonese Malay [abs],-3.7,128.2,#D2BF81,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Amdo [adx],36,94,#47C6B7,Tibeto-Burman,Bodic,China
Amele [aey],-5.25,145.75,#8D638F,Trans New Guinea,Madang,Papua New Guinea
Amharic [amh],10,38,#495930,Afro-Asiatic,Semitic,Ethiopia
Amis [ami],23.333,121.333,#B17B79,Austronesian,East Formosan,Taiwan
Amoy [nan],24.5,118,#A5D767,Tibeto-Burman,Sinitic,China
Anejom [aty],-20.25,169.833,#D06B96,Oceanic,Southern Oceanic,Vanuatu
Anem [anz],-5.667,149,#BE828F,Anem,,Papua New Guinea
Angas [anc],9.75,8.75,#D19C6E,Afro-Asiatic,Chadic,Nigeria
Anguthimri [xxx-3],-12.333,141.833,#4CA8A4,Pama-Nyungan,North Cape York,Australia
Anindilyagwa [aoi],-14,136.5,#7A4C99,Anindilyagwa,,Australia
Anong [nun],27.2,98.8,#6AC682,Tibeto-Burman,Nungish,China
Ao [njo],27,95,#5EC0C1,Tibeto-Burman,Kuki-Chin-Naga,India
Apalai [apy],0,-54,#7829AD,Cariban,Apalai,Brazil
Apatani [apt],27.4,93.8,#49BC8D,Tibeto-Burman,Tani,India
Apurinã [apu],-9,-67,#904471,Arawak,South-Southwest,Brazil
Arabana [ard],-28,137,#38A9AB,Pama-Nyungan,Karnic,Australia
Arabic [arb],30,42,#8E3B2B,Afro-Asiatic,Semitic,Saudi Arabia
Arabic_Abha [acw-4],18.22,42.51,#983729,Afro-Asiatic,Semitic,Saudi Arabia
Arabic_Afghanistan [acm-3],36.7,67.12,#625A3F,Afro-Asiatic,Semitic,Afghanistan
Arabic_Basra [acm],30.5,47.825,#81633F,Afro-Asiatic,Semitic,Iraq
Arabic_Bukhara [abh],39.77,64.43,#4F6838,Afro-Asiatic,Semitic,Uzbekistan
Arabic_Egyptian [arz],30,30,#B23F32,Afro-Asiatic,Semitic,Egypt
Arabic_Gulf [afb],24,54,#9F5430,Afro-Asiatic,Semitic,United Arab Emirates
Arabic_Harb [acw-5],25.81,42.87,#9C4F1B,Afro-Asiatic,Semitic,Saudi Arabia
Arabic_Khuzestan [acm-2],31.33,48.69,#9E4424,Afro-Asiatic,Semitic,Iran
Arabic_Moroccan [ary],34,-7,#A23A24,Afro-Asiatic,Semitic,Morocco
Arabic_Sudanese [apd],15.5,32.56,#A24637,Afro-Asiatic,Semitic,Sudan
Arabic_Syrian [apc],33,37,#A04821,Afro-Asiatic,Semitic,Syria
Arabic_Tunisian [aeb],36,10,#843E29,Afro-Asiatic,Semitic,Tunisia
Arandai [jbj],-2.17,133,#53519F,Trans New Guinea,South Birds Head,Indonesia
Araona  [aro],-12.333,-67.75,#5850A5,Tacanan,Araona-Tacana,Bolivia
Archi [aqc],42.07,46.86,#26626E,Nakh-Daghestanian,Lezgic,Russia
Arguni [agf],-2.667,132.5,#C090A6,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Arizona Tewa [tew],35.8,-110.4,#6452A5,Kiowa-Tanoan,Tewa-Tiwa,USA
Armenian [hye],40,45,#417A2E,Indo-European,Armenian,Armenia
Arop-Lokep [apr],-5.333,147.083,#BA749F,Oceanic,Western Oceanic,Papua New Guinea
Arrernte_Central [are],-22.85,133.7,#5394C3,Pama-Nyungan,Arandic,Australia
Arrernte_Mparntwe [aer],-24,136,#639AB3,Pama-Nyungan,Arandic,Australia
Asheninka_Apurucayali [cpc],-10.018,-74.793,#783E8C,Arawak,South-Southwest,Peru
Asmat [asc],-5.167,138.5,#6F4D9F,Trans New Guinea,Asmat-Kamoro,Indonesia
Assamese [asm],26.5,93,#289E4E,Indo-European,Indo-Iranian,India
Ata [ata],-5.667,151,#BC3691,Ata,,Papua New Guinea
Atayal [tay],24.5,121,#BD8480,Austronesian,Atayalic,Taiwan
Athpare [aph],26.75,87.33,#3A5887,Tibeto-Burman,Kiranti,Nepal
Atong [aot],25.5,90.5,#4BAA92,Tibeto-Burman,Bodo-Garo,India
Atsugewi [atw],40.75,-121,#645F8A,Palaihnihan,,USA
Awa [awb],-6.75,145.667,#34559A,Trans New Guinea,Kainantu,Papua New Guinea
Awa Pit [kwi],0.75,-78.5,#34715B,Barbacoan,Northern,Ecuador
Awar [aya],-4,144.625,#5FB1A9,Lower Sepik-Ramu,Ramu,Papua New Guinea
Awtuw [kmn],-3.5,141.917,#51A39E,Sepik,Ram,Papua New Guinea
Aymara [ayr],-16,-69.5,#536475,Aymaran,,Peru
Azerbaijani [azj],40.5,48.5,#26975A,Turkic,South-west,Azerbaijan
Azeri [azb],40.67,47.75,#238E49,Turkic,South-west,Azerbaijan
Baagandji [drl],-32,142.533,#407093,Pama-Nyungan,Baagandji,Australia
Babungo [bav],6.12,10.42,#BE9E5A,Niger-Kongo,Bantoid,Cameroon
Badimaya [bia],-27.667,120,#42A4AC,Pama-Nyungan,Kardu,Australia
Bafut [bfd],6.083,10.0999,#AA7652,Niger-Kongo,Bantoid,Cameroon
Bagirmi [bmi],10.2,17,#BE8F83,Nilo-Saharan,Central_Sudanic,Chad
Bagri [bgq],29.6,74.3,#249833,Indo-European,Indo-Iranian,India
Bahing [bhj],27.27,86.56,#347CAD,Tibeto-Burman,Kiranti,Nepal
Bahnar [bdq],14,108.5,#DFD482,Austroasiatic,Bahnaric,Vietnam
Bai [bca],26,100,#87C278,Tibeto-Burman,Bai,China
Bajau_Semporna [ssb],4.5,118.5,#DE8180,Malayo-Polynesian,Barito,Indonesia
Balangao [blw],17.167,120.333,#C98084,Malayo-Polynesian,Philippines,Philippines
Balanta [ble],12,-15,#C7487D,Niger-Kongo,Atlantic,Guinea Bissau
Balantak [blz],-0.82,123.431,#CF7B96,Malayo-Polynesian,Celebic,Indonesia
Balinese [ban],-8.583,115.25,#E6B381,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Balochi [bgp-2],27,63.5,#369D54,Indo-European,Indo-Iranian,Pakistan
Balti [bft],35.2,76,#23B895,Tibeto-Burman,Bodic,Pakistan
Bambara [bam],12.5,-7.5,#848E81,Mande,Western,Mali
Banda [bnd],-5.25,133.17,#CA7EA0,Malayo-Polynesian,Central Maluku,Indonesia
Bandjalang [bdy],-28.75,153,#4AA194,Pama-Nyungan,Central-East,Australia
Bandjalang-Gidabal [bdy-3],-28.25,152,#5596A3,Pama-Nyungan,Central-East,Australia
Banggai [bgz],-1.42,123.17,#C36989,Malayo-Polynesian,Celebic,Indonesia
Banggime [dbb],14.78,-3.76,#92A19F,Banggime,,Mali
Banjar [bjn],-2.5,115.5,#DDAA72,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Bankariya [cdm-2],27.5,85,#329D95,Tibeto-Burman,Chepang,Nepal
Bantawa [bap],27.2,87.1,#2565B5,Tibeto-Burman,Kiranti,Nepal
Baoan [peh],35.5,102,#3FBB82,Mongolic,Eastern,China
Barai [bbb],-9.417,148,#74558E,Trans New Guinea,Koiari,Papua New Guinea
Baram [brd],27.95,85,#34C8A3,Tibeto-Burman,Western Himalayan,Nepal
Barang-barang [lji],-6.4,120.5,#DD6A8A,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Barasano [bsn],-0.25,-70.75,#4B587E,Tucanoan,East,Colombia
Bardi [bcj],-16.58,122.92,#6E68A8,Nyulnyul,West,Australia
Bari [bfa],3.8,31,#BF8A6E,Nilo-Saharan,East_Sudanic,South Sudan
Barupu [wra],-3.083,142.083,#A74DA0,Skou,East,Papua New Guinea
Bashkir [bak],53,58,#27995B,Turkic,North-west,Russia
Basque [eus],43.2,-3,#4B6F5D,Basque,,Spain
Batuley [bay],-5.8,134.75,#D5638F,Malayo-Polynesian,Southeast Maluku,Indonesia
Bawm [bgr],22.5,92.25,#78AA9B,Tibeto-Burman,Kuki-Chin-Naga,India
Begak [dbj-2],5.25,118.833,#CA8D9D,Malayo-Polynesian,North Borneo,Malaysia
Beja [bej],18,36,#425452,Afro-Asiatic,Cushitic,Sudan
Belarussian [bel],54,27,#53830F,Indo-European,Balto-Slavic,Belarus
Belhare [byw],27,87.25,#2B61BA,Tibeto-Burman,Kiranti,Nepal
Bemba [bem],-11,31,#B0616D,Niger-Kongo,Bantoid,Zambia
Bembe [bmb],-4,14,#B55A60,Niger-Kongo,Bantoid,Democratic Republic of the Congo
Bende [bdp],-6,30.5,#BF5766,Niger-Kongo,Bantoid,Tanzania
Bengali [ben],22.5,90,#2B9D3D,Indo-European,Indo-Iranian,Bangladesh
Berik [bkl],-2.25,138.92,#5E7492,Trans New Guinea,Tor,Indonesia
Betta_Kurumba [xub],11.58,76.55,#0C748B,Dravidian,South,India
Bhojpuri [bho],26.8,85.3,#239735,Indo-European,Indo-Iranian,India
Biak [bhw],-1,136,#C66F81,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Bih [rad-2],12.48,108.025,#E1DD7F,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Bijago [bjg],11.28,-15.83,#AA4F71,Niger-Kongo,Atlantic,Guinea Bissau
Bikol [bcl],13.333,123.5,#CA81A1,Malayo-Polynesian,Philippines,Philippines
Biloxi [bll],32.25,-90,#6D3DBA,Siouan,Western,USA
Bilua [blb],-7.75,156.667,#934E7B,Solomons East Papuan,,Solomons
