name,latitude,longitude,color,family,subgroup,country
Asheninka_Apurucayali [cpc],-10.018,-74.793,#874677,Arawak,South-Southwest,Peru
Asmat [asc],-5.167,138.5,#8D4CA9,Trans New Guinea,Asmat-Kamoro,Indonesia
Assamese [asm],26.5,93,#D0AE5C,Indo-European,Indo-Iranian,India
Ata [ata],-5.667,151,#413785,Ata,,Papua New Guinea
Atayal [tay],24.5,121,#3F8365,Austronesian,Atayalic,Taiwan
Athpare [aph],26.75,87.33,#C1608B,Tibeto-Burman,Kiranti,Nepal
Atong [aot],25.5,90.5,#ADA795,Tibeto-Burman,Bodo-Garo,India
Atsugewi [atw],40.75,-121,#9C5269,Palaihnihan,,USA
Awa [awb],-6.75,145.667,#CC5992,Trans New Guinea,Kainantu,Papua New Guinea
Awa Pit [kwi],0.75,-78.5,#C77967,Barbacoan,Northern,Ecuador
Awar [aya],-4,144.625,#9EA7BA,Lower Sepik-Ramu,Ramu,Papua New Guinea
Awtuw [kmn],-3.5,141.917,#AF9DA1,Sepik,Ram,Papua New Guinea
Aymara [ayr],-16,-69.5,#AA6967,Aymaran,,Peru
Azerbaijani [azj],40.5,48.5,#D69F71,Turkic,South-west,Azerbaijan
Azeri [azb],40.67,47.75,#D69B5F,Turkic,South-west,Azerbaijan
Baagandji [drl],-32,142.533,#C26C58,Pama-Nyungan,Baagandji,Australia
Babungo [bav],6.12,10.42,#429D71,Niger-Kongo,Bantoid,Cameroon
Badimaya [bia],-27.667,119,#BF9B7D,Pama-Nyungan,Kardu,Australia
Bafut [bfd],6.083,10.1,#547A5E,Niger-Kongo,Bantoid,Cameroon
Bagirmi [bmi],10.2,17,#41868B,Nilo-Saharan,Central_Sudanic,Chad
Bagri [bgq],29.6,74.3,#DAAB37,Indo-European,Indo-Iranian,India
Bahing [bhj],27.27,86.56,#C9729E,Tibeto-Burman,Kiranti,Nepal
Bahnar [bdq],14,108.5,#18D382,Austroasiatic,Bahnaric,Vietnam
Bai [bca],26,100,#6DBF94,Tibeto-Burman,Bai,China
Bajau_Semporna [ssb],4.5,118.5,#1F866E,Malayo-Polynesian,Barito,Indonesia
Balangao [blw],17.167,120.333,#37805A,Malayo-Polynesian,Philippines,Philippines
Balanta [ble],12,-15,#3F4A80,Niger-Kongo,Atlantic,Guinea Bissau
Balantak [blz],-0.82,123.431,#327973,Malayo-Polynesian,Celebic,Indonesia
Balinese [ban],-8.583,115.25,#1DB073,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Balochi [bgp-2],27,63.5,#BFA75C,Indo-European,Indo-Iranian,Pakistan
Balti [bft],35.2,76,#D2B6A3,Tibeto-Burman,Bodic,Pakistan
Bambara [bam],12.5,-7.5,#798983,Mande,Western,Mali
Banda [bnd],-5.25,133.17,#337DAB,Malayo-Polynesian,Central Maluku,Indonesia
Bandjalang [bdy],-28.75,153,#BB976C,Pama-Nyungan,Central-East,Australia
Bandjalang-Gidabal [bdy-3],-28.25,152,#AD8F6D,Pama-Nyungan,Central-East,Australia
Banggai [bgz],-1.42,123.17,#406A6A,Malayo-Polynesian,Celebic,Indonesia
Banggime [dbb],14.78,-3.76,#6A9FA9,Banggime,,Mali
Banjar [bjn],-2.5,115.5,#21A960,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Bankariya [cdm-2],27.5,85,#CC9699,Tibeto-Burman,Chepang,Nepal
Bantawa [bap],27.2,87.1,#D363A4,Tibeto-Burman,Kiranti,Nepal
Baoan [peh],35.05,102.1,#BCB38C,Mongolic,Eastern,China
Barai [bbb],-9.417,148,#8E5891,Trans New Guinea,Koiari,Papua New Guinea
Baram [brd],27.95,85,#C2BC9F,Tibeto-Burman,Western Himalayan,Nepal
Barang-barang [lji],-6.4,120.5,#266E6D,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Barasano [bsn],-0.25,-70.75,#B05D82,Tucanoan,East,Colombia
Bardi [bcj],-16.58,122.92,#966281,Nyulnyul,West,Australia
Bargam [mlp-2],-4.87,145.76,#7E4AC2,Trans New Guinea,Madang,Papua New Guinea
Bari [bfa],3.8,31,#3A8C7C,Nilo-Saharan,East_Sudanic,South Sudan
Barupu [wra],-3.083,142.083,#56529F,Skou,East,Papua New Guinea
Bashkir [bak],53,58,#D39F6F,Turkic,North-west,Russia
Basque [eus],43.2,-3,#B47861,Basque,,Spain
Batuley [bay],-5.8,134.75,#276288,Malayo-Polynesian,Southeast Maluku,Indonesia
Bauzi [bvz],-2.5,137.667,#9596A6,Geelvink Bay,,Indonesia
Bawm [bgr],22.5,92.25,#88A5AF,Tibeto-Burman,Kuki-Chin-Naga,India
Begak [dbj-2],5.25,118.833,#3B8778,Malayo-Polynesian,North Borneo,Malaysia
Beja [bej],18,36,#BC6A60,Afro-Asiatic,Cushitic,Sudan
Belarussian [bel],54,27,#B09213,Indo-European,Balto-Slavic,Belarus
Belhare [byw],27,87.25,#D158AF,Tibeto-Burman,Kiranti,Nepal
Bemba [bem],-11,31,#515F68,Niger-Kongo,Bantoid,Zambia
Bembe [bmb],-4,14,#4A5E74,Niger-Kongo,Bantoid,Democratic Republic of the Congo
Bende [bdp],-6,30.5,#405B6F,Niger-Kongo,Bantoid,Tanzania
Bengali [ben],22.5,90,#D0AE4E,Indo-European,Indo-Iranian,Bangladesh
Berik [bkl],-2.25,138.92,#A27294,Trans New Guinea,Tor,Indonesia
Betta_Kurumba [xub],11.58,76.55,#EA7A86,Dravidian,South,India
Bhojpuri [bho],26.8,85.3,#D6A841,Indo-European,Indo-Iranian,India
Biak [bhw],-1,136,#386D9B,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Bih [rad-2],12.48,108.025,#1BD989,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Bijago [bjg],11.28,-15.83,#575374,Niger-Kongo,Atlantic,Guinea Bissau
Bikol [bcl],13.333,123.5,#377D75,Malayo-Polynesian,Philippines,Philippines
Biloxi [bll],32.25,-90,#9538D1,Siouan,Western,USA
Bilua [blb],-7.75,156.667,#664F64,Solomons East Papuan,,Solomons
Binandere [bhg],-8.167,147.917,#A483A8,Trans New Guinea,Binanderean,Papua New Guinea
Bininj Gun-Wok [gup],-12.5,133.75,#6F4368,Gunwinyku,Marne,Australia
Biri [bzr],-20.5,146.5,#B49172,Pama-Nyungan,GreaterMari,Australia
Blackfoot [bla],50,-112.67,#761D84,Algic,Algonquian,Canada
Blang [blr],23.3,100,#1CC29B,Austroasiatic,Palaungic,China
Boazi [kvg],-7,141.25,#864CAC,Marind,,Papua New Guinea
Bobongko [bgb],-0.5,121.75,#28807F,Malayo-Polynesian,Celebic,Indonesia
Bohutu [bxh],-10.5,150.33,#4257AF,Oceanic,,Papua New Guinea
Bokar [adi-2],29,94.35,#9EBCA8,Tibeto-Burman,Tani,India
Bontok [bnc],17.083,120.917,#3E8051,Malayo-Polynesian,Philippines,Philippines
Borong_Kosorong [ksr],-6.534,147.502,#A956B8,Trans New Guinea,Finisterre-Huon,Papua New Guinea
Bouyei_west [pcc-2],25.75,107.333,#12CFA2,Tai-Kadai,North,China
Brag-g.yab [khg-2],30.65,97.55,#D3C497,Tibeto-Burman,Bodic,China
Brahui [brh],29,67,#BD865A,Dravidian,North,Pakistan
Brajbhasha [bra],27.49,77.67,#DBBD49,Indo-European,Indo-Iranian,India
Brao [brb],14,107,#1EDD8E,Austroasiatic,Bahnaric,Vietnam
Breton [bre],48,-3.5,#756912,Indo-European,Celtic,France
Bribri [bzd],9.5,-83,#72889D,Chibchan,West,Costa Rica
Brokpa [sgt],27.33,92,#C1A6B5,Tibeto-Burman,Bodic,Bhutan
Bruu [bru],17.167,104.333,#00DBAC,Austroasiatic,Katuic,Thailand
Bugan [bbh],23.75,105,#27C094,Austroasiatic,Mangic,China
Bugis [bug],-4,120,#2C835C,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Bugun [bgn],27.3,92.35,#B1AF9D,Kho-Bwa,Bugun,India
Buin [buo],-6.75,155.833,#AA418A,East Bougainville,,Papua New Guinea
Bukiyip_Arapesh [ape],-3.667,142.5,#516D7D,Torricelli,Kombio-Arapesh,Papua New Guinea
Bularnu [yil],-21.5,137.5,#B5A774,Pama-Nyungan,Ngarna,Australia
Bulgarian [bul],43,25,#918E17,Indo-European,Balto-Slavic,Bulgaria
Bumbita_Arapesh [aon],-3.667,142.833,#4A608C,Torricelli,Kombio-Arapesh,Papua New Guinea
Bumthang [kjz],27.8,90.8,#C3CFB5,Tibeto-Burman,Bodic,Bhutan
Bumthang_Ura [kjz-2],27.48,90.905,#C2BEC3,Tibeto-Burman,Bodic,Bhutan
Bunan [bfu],32.61,76.91,#CA9C86,Tibeto-Burman,Western Himalayan,India
Bunaq [bfn],-9.1,125.15,#476EBD,Timor-Alor-Pantar,Mainland,Indonesia
Bunun [bnn],23.5,121,#307071,Austronesian,Bunun,Taiwan
Burarra [bvr],-12.25,134.667,#884F8A,Maningrida,,Australia
Burmese [mya],20,96,#95BDB6,Tibeto-Burman,Lolo-Burmese,Myanmar
Burmese_Myeik [mya-2],12.43,98.6,#94CD97,Tibeto-Burman,Lolo-Burmese,Myanmar
Burmeso [bzu],-2.447,138.209,#9556A7,Burmeso,,Indonesia
Buru [mhs],-3.5,126.5,#30AAA5,Malayo-Polynesian,Central Maluku,Indonesia
Burushaski [bsk],36.5,74.5,#E16D58,Burushaski,,Pakistan
Buryat [bxm],52,108,#D88565,Mongolic,Eastern,Russia
Buyang [yha],24,104.8,#1CD79A,Tai-Kadai,North,China
Buyuan Jino [jiy],22.05,101,#80CDB9,Tibeto-Burman,Lolo-Burmese,China
Byansi [bee],30.17,80.5,#C7B381,Tibeto-Burman,Western Himalayan,India
Caddo [cad],33.33,-93.5,#9825A5,Caddoan,Caddo,USA
Cahuilla [chl],33.75,-117.75,#AD4571,Uto-Aztecan,North,USA
Cakchiquel [ckf],14.5,-91,#655345,Mayan,Quiche-Mam,Guatemala
Camling [rab],27.3,86.8,#C962AA,Tibeto-Burman,Kiranti,Nepal
Campa [cni],-12,-74,#7E566D,Arawak,South-Southwest,Peru
Canela-Krahô [ram],-6.5,-45,#637EA2,Macro-Je,Je,Brazil
Cantonese [yue],22.333,114,#58D090,Tibeto-Burman,Sinitic,China
Capanahua [kaq],-7,-74,#C1638C,Panoan,Main,Peru
Car [caq],9.167,92.75,#57AA4F,Austroasiatic,Nicobar,India
Carib [car],7.85,-59,#8F4A81,Cariban,Guianan,Guyana
Catalan [cat],41.4,2.3,#88991E,Indo-European,Romance,Spain
Cayuvava [cyb],-12.5,-67,#464C5F,Cayuvava,,Bolivia
Cebuano [ceb],10,124,#4A8054,Malayo-Polynesian,Philippines,Philippines
Chadong [cdy],25.2,110.2,#3BDEA0,Tai-Kadai,South,China
Chakma [ccp],22.9,92.23,#A7B958,Indo-European,Indo-Iranian,Bangladesh
Cham_Eastern [cjm],11.333,108.5,#22D5A9,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Cham_Western [cja],12,105.5,#1DD2A2,Malayo-Polynesian,Malayo-Sumbawan,Cambodia
Chamorro [cha],13.583,145,#367D4B,Malayo-Polynesian,Chamorro,Guam
Chantyal [chx],28.75,83.5,#CCC598,Tibeto-Burman,Bodic,Nepal
Chattisgarhi [hne],21.25,81.25,#C6B144,Indo-European,Indo-Iranian,India
Chechen [che],43.13,45.54,#D4826E,Nakh-Daghestanian,Nakh,Russia
Chemehuevi [ute-3],34.33,-115.17,#AE6A6E,Uto-Aztecan,North,USA
Chepang [cdm],28.05,83.92,#BB9F99,Tibeto-Burman,Chepang,Nepal
Cherokee [chr],35.5,-83.5,#80388F,Iroquoian,Southern,USA
Chickasaw [cic],34,-88,#874CB9,Muskogean,Western,USA
Chimariko [cid],41,-123,#A0448F,Chimariko,,USA
Chin_Daai [dao],21.1,93.65,#8C9BAA,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Chin_Falam [cfm],22.9,93.67,#9F8898,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Chin_Tiddim [ctd],23.333,93.667,#73A0C0,Tibeto-Burman,Kuki-Chin-Naga,Myanmar
Chinook [chh],46,-124,#693C4F,Chinook,,USA
ChiNyanja [nya],-15,35,#3B666D,Niger-Kongo,Bantoid,Malawi
Chipewyan [chp],59,-106,#6F4D95,Dene-Yeniseic,Na-Dene,Canada
Chiricahua [apm],33.5,-108,#734097,Dene-Yeniseic,Na-Dene,USA
Chitimacha [ctm],29.67,-91,#9C529F,Totozoquean-Chitimacha,Chitimacha,USA
Chittagong [ben-2],22.37,91.8,#D1C650,Indo-European,Indo-Iranian,Bangladesh
Chöcangacakha [cgk],27.5,90.88,#C1C7B5,Tibeto-Burman,Bodic,Bhutan
Choctaw [cho],32.25,-88.5,#8F47B6,Muskogean,Western,USA
Cholon [cht],-8,-77.5,#96428D,Cholon,,Peru
Chontal [chd],18.17,-92.58,#666B3B,Mayan,Chol-Tzeltal,Mexico
Chrau [crw],10.667,107.5,#1BCE8B,Austroasiatic,Bahnaric,Vietnam
Chukchi [ckt],67,-173,#AB7971,Chukotko-Kamchatkan,Main,Russia
Chumash [boi],34.67,-120.25,#6C5B6D,Chumash,,USA
Chuukese [chk],7.333,151.75,#2E837A,Oceanic,Micronesian,USA Federated States of Micronesia
Chuvash [chv],55.5,47.5,#E18774,Turkic,Oghur,Russia
CiLuba [lua],-6,22,#395363,Niger-Kongo,Bantoid,Democratic Republic of the Congo
Classical Malay [xxx-96],2.2,102.5,#289F54,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Coahuilteco [xxx-6],28,-100,#9736A4,Coahuilteco,,USA
Cocopa [coc],32.5,-115,#A927A8,Yuman-Cochimi,Yuman,USA
Coeur d'Alene [crd],47.33,-117,#673F69,Salish,Interior,USA
Cogtse Gyarong [jya],32.1,100.6,#AB7587,Tibeto-Burman,Qiangic,China
Comanche [com],33.5,-101.5,#B16070,Uto-Aztecan,North,USA
Comox [coo],49.75,-125,#733546,Salish,Central,Canada
Coos [csz],43.5,-124.17,#89474B,Coos,,USA
Cora [crn],23.333,-99,#923B54,Uto-Aztecan,South,Mexico
Cornish [cor],50.5,-4.5,#678A35,Indo-European,Celtic,Britain
Cree_Plains [crk],54,-116,#6B3875,Algic,Algonquian,Canada
Cree_Woods [cwd],58,-102,#7B3E71,Algic,Algonquian,Canada
Creek [mus],30.41,-85.2,#AA2AAD,Muskogean,Eastern,USA
Crow [cro],45.5,-108,#7E2BBC,Siouan,Western,USA
Cua [cua],15.167,108.667,#2CE18C,Austroasiatic,Bahnaric,Vietnam
Cubeo [cub],1.33,-70.5,#C15979,Tucanoan,Cubeo,Colombia
Cupeño [cup],33.17,-116.5,#CD4A74,Uto-Aztecan,North,USA
Czech [ces],50,14.5,#B58B2C,Indo-European,Balto-Slavic,Czech Republic
Dadua [gal-2],-8.135,125.638,#357382,Malayo-Polynesian,Timoric,Timor leste
Daga [dgz],-10,149.25,#79579E,Trans New Guinea,Southeast,Papua New Guinea
Dagaare [dga],11.5,-2.5,#47AF87,Niger-Kongo,Gur,Burkina Faso
Dagur [dta],48,124,#BEA560,Mongolic,Eastern,China
Dahalik [dlk],15.75,40.25,#817F54,Afro-Asiatic,Semitic,Eritrea
Dakpa [dka],27.75,91.5,#BCC2AD,Tibeto-Burman,Bodic,Bhutan
Damal [uhn],-4,137.5,#B258BF,Damal,,Indonesia
Damar_West [drn],-7,128.5,#475E84,Malayo-Polynesian,West Damar,Indonesia
Dameli [dml],35.375,71.693,#DD924E,Indo-European,Indo-Iranian,Pakistan
Dami [dad],-5.315,145.613,#6C58A9,Oceanic,,Papua New Guinea
Damin [xxx-7],-16.4,139.35,#9D9572,Tangkic,,Australia
Dani [dni],-4,138.917,#A73FC7,Trans New Guinea,Dani,Indonesia
Danish [dan],56,10,#8BB736,Indo-European,Germanic,Denmark
Darai [dry],27.85,84.1,#D59F61,Indo-European,Indo-Iranian,Nepal
Darma [drd],29.84,80.517,#B69494,Tibeto-Burman,Western Himalayan,India
Dekwana [mch],4.5,-63.5,#913190,Cariban,Guianan,Venezuela
Denaina [tfn],62,-150,#712DB1,Dene-Yeniseic,Na-Dene,USA
Denjongkha [sip],27.5,88.5,#92DBA0,Tibeto-Burman,Bodic,India
Dhao [nfa],-10.83,122.75,#277877,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Dharawal [tbh],-34.5,150.5,#A8B395,Pama-Nyungan,Yuin,Australia
Dharuk [xxx-8],-33.1,151.75,#BF6E88,Pama-Nyungan,Yuin,Australia
Dharumbal [bjy],-22.75,150,#AE9880,Pama-Nyungan,Rockhampton,Australia
Dhimal [dhi],26.6,86.75,#C79E87,Tibeto-Burman,Bodic,Nepal
Didinga [did],4.33,33.6,#764E4E,Nilo-Saharan,Eastern Sudanic,Sudan
Diegueño [dih],32.67,-116.17,#A03A9D,Yuman-Cochimi,Yuman,USA
Digaru Mishmi [mhu],28.2,96.2,#C59A9A,Tibeto-Burman,Tani,India
Dimasa [dis],25.33,93,#A595B6,Tibeto-Burman,Bodo-Garo,India
Dime [dim],6.25,36.33,#BD9A69,Afro-Asiatic,Omotic,Ethiopia
Dimili [diq],38,40,#CA9346,Indo-European,Indo-Iranian,Turkey
Dingri [bod-4],28.567,86.633,#BEB4AB,Tibeto-Burman,Bodic,China
Diola [dyo],13,-16,#325467,Niger-Kongo,Atlantic,Senegal
Diyari [dif],-28,139,#A47C7B,Pama-Nyungan,Karnic,Australia
Djabugay [dyy],-16.65,145.5,#BDA482,Pama-Nyungan,Yidinic,Australia
Djambarrpuyngu [djr],-12,135.5,#AA997A,Pama-Nyungan,Yolngu,Australia
Djapu [duj],-12.667,136,#9E966D,Pama-Nyungan,Yolngu,Australia
Djaru [ddj],-18.75,128,#AE8D80,Pama-Nyungan,Ngumbin-Yapa,Australia
Djinang [dji],-12.5,134.833,#B09B76,Pama-Nyungan,Yolngu,Australia
Djingili [jig],-17.25,133.833,#9B6670,Mirndi,Barkly,Australia
Dobel [kvo],-6.083,134.5,#404A88,Malayo-Polynesian,Southeast Maluku,Indonesia
Dogon [dbu],14.5,-2.5,#A363A1,Niger-Kongo,Dogon,Mali
Dohoi [otd],-0.5,113,#2A6E67,Malayo-Polynesian,Barito,Indonesia
Dolpo [dre],29,83,#B8B3C9,Tibeto-Burman,Bodic,Nepal
Dom [doa],-6,144.917,#8E67B9,Trans New Guinea,Chimbu,Papua New Guinea
Domung [dev],-5.82,146.68,#A55892,Trans New Guinea,Finisterre-Huon,Papua New Guinea
Dong [doc],26,109,#2AD48F,Tai-Kadai,South,China
Dongwang [khg],28.25,99.55,#B5C3B0,Tibeto-Burman,Bodic,China
Doutai [tds],-3.25,138.25,#8CA5AB,Lakes Plains,Eastern,Indonesia
Doyayo [dow],8.67,13.08,#4C5886,Adamawa-Ubangi,Adamawa,Cameroon
Drehu [dhv],-21,167.083,#29A65A,Oceanic,Southern Oceanic,New Caledonia
Drokpa [bod-5],29.05,84.5,#C9BDB3,Tibeto-Burman,Bodic,China
Dulong [duu],28,98.333,#A5A1A2,Tibeto-Burman,Nungish,China
Dumaki [dmk],36.167,74,#D0B952,Indo-European,Indo-Iranian,Pakistan
Dumi [dus],27.25,86.67,#BF7B9A,Tibeto-Burman,Kiranti,Nepal
Dumo [vam],-2.667,141.25,#4D7BB5,Skou,West,Papua New Guinea
Duna [duc],-5.417,142.5,#AC95E0,Trans New Guinea,Duna,Papua New Guinea
Dura [drq],28.5,84.25,#C1CA81,Tibeto-Burman,Dura,Nepal
Dutch [nld],52,7,#919D1A,Indo-European,Germanic,Netherlands
Dyirbal [dbl],-17.583,145.5,#979585,Pama-Nyungan,Dyirbalic,Australia
Dzongkha [dzo],27.5,89.5,#CBADA0,Tibeto-Burman,Bodic,Bhutan
Eastern Lawa [lwl],19.01,98.76,#13DF92,Austroasiatic,Waic,Thailand
Edolo [etr],-6.083,142.667,#B26BC2,Trans New Guinea,Bosavi,Papua New Guinea
Ejagham [etu],5.6,9,#5B7787,Niger-Kongo,Bantoid,Cameroon
Ekagi [ekg],-3.917,136.25,#8E49B5,Trans New Guinea,Wissel Lakes,Indonesia
Elopi [dbf],-3.083,137.333,#62A9C3,Lakes Plains,Eastern,Indonesia
Embaloh [emb],1.163,112.37,#196E76,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Embera_Baudo [bdc],5.2,-76.8,#968C96,Chocoan,Emberá,Colombia
Enggano [eno],-5.333,102.25,#357066,Malayo-Polynesian,Batak-Barrier Islands,Indonesia
English [eng],52,0,#81A213,Indo-European,Germanic,Britain
Erzgebirgisch [nds-3],50.58,13,#978A2B,Indo-European,Germanic,Germany
Estonian [est],59,25,#A69E2B,Uralic,Finnic,Estonia
Eton [eto],4,11.5,#3B5E6B,Niger-Kongo,Bantoid,Cameroon
Even [eve],68,130,#C17286,Tungusic,North,Russia
