Language_name	Family_name	subfamily_name	genus_name	status	color	latitude	longitude
Hiri Motu	Pidgin			unknown/safe	#3900FF	-9.33333	147.083
Hitu	Austronesian			unknown/safe	#FF5E00	-3.57478	128.186
Hiw	Austronesian			definitely endangered	#FF5E00	-13.1391	166.556
Hixkaryána	Cariban		Cariban	vulnerable	#FFD000	-0.16265	-58.80153
Hlai	Tai-Kadai		Hlai	unknown/safe	#E300FF	18.8062	109.459
Hlersu	Sino-Tibetan			vulnerable	#8B00FF	24.4	101.4
Hmar	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	vulnerable	#8B00FF	24.7534	93.5497
Hmong Don	Hmong-Mien			unknown/safe	#19FF00	21.5211	104.589
Sinicized Miao	Hmong-Mien			unknown/safe	#19FF00	23.22649	105.08171
Hmong Dô	Hmong-Mien			unknown/safe	#19FF00	22.7962	104.182
Hmong Daw	Hmong-Mien		Hmong-Mien	unknown/safe	#19FF00	21.5461	103.164
Hmwaveke	Austronesian			definitely endangered	#FF5E00	-20.9246	164.768
Amkoe	Kxa		Err:509	critically endangered	#00FFDC	-23.93447	24.69828
Hoava	Austronesian	Eastern Malayo-Polynesian	Oceanic	vulnerable	#FF5E00	-8.19679	157.595
Hobyót	Afro-Asiatic			severely endangered	#FF0600	17.216	52.8334
Ho-Chunk	Siouan			severely endangered	#9100FF	43.5	-88.5
Holiya	Dravidian			unknown/safe	#B7FF00	21.5259	79.9164
Holikachuk	Athapaskan-Eyak-Tlingit			critically endangered	#FF4C00	62.7266	-159.831
Holma	Afro-Asiatic			extinct	#FF0600	9.96843	13.19949
Holoholo	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-5.37545	28.3274
Holu	Atlantic-Congo			unknown/safe	#FF5200	-8.14754	17.572
Homa	Atlantic-Congo			extinct	#FF5200	4.97912	28.0039
Hõne	Atlantic-Congo			unknown/safe	#FF5200	9.79715	10.9206
Honi	Sino-Tibetan			unknown/safe	#8B00FF	23.2074	101.886
Ho	Austroasiatic		Munda	vulnerable	#FF5800	23.9596	87.1188
Hopi	Uto-Aztecan		Hopi	vulnerable	#FF008B	35.7653	-110.535
Horom	Atlantic-Congo			unknown/safe	#FF5200	9.05742	8.98482
Horo	Central Sudanic			extinct	#FFD600	9.239	18.378
Horpa	Sino-Tibetan			unknown/safe	#8B00FF	31.1026	101.72
Hote	Austronesian			unknown/safe	#FF5E00	-7.07708	146.869
Hoti of East Seram	Austronesian			extinct	#FF5E00	-3.0083	130.168
Hobongan	Austronesian			unknown/safe	#FF5E00	0.9841	113.897
Hozo	Blue Nile Mao			definitely endangered	#FF8B00	9.38875	34.60448
Hpon	Sino-Tibetan			unknown/safe	#8B00FF	24.4606	97.1142
Hrangkhol	Sino-Tibetan			vulnerable	#8B00FF	24.4559	93.351
Hre	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#FF5800	14.6308	108.694
East Taa	Tuu			critically endangered	#FF00AA	-24.20022	20.79583
Huachipaeri	Harakmbut			definitely endangered	#32FF00	-13.31951	-71.22749
Huallaga Huánuco Quechua	Quechuan			definitely endangered	#4C00FF	-9.57135	-75.594
Huambisa	Chicham		Jivaroan	vulnerable	#FFEF00	-3.99109	-77.9797
Huamalíes-Dos de Mayo Huánuco Quechua	Quechuan		Quechuan	unknown/safe	#4C00FF	-9.15718	-76.3372
Huarijio	Uto-Aztecan		Tarahumaran	vulnerable	#FF008B	27.8685	-108.437
Huastec	Mayan			unknown/safe	#00AAFF	21.6153	-98.5028
Huaulu	Austronesian			unknown/safe	#FF5E00	-2.95835	129.202
Huautla Mazatec	Otomanguean		Popolocan	vulnerable	#0600FF	18.2556	-96.724
Huaxcaleca Nahuatl	Uto-Aztecan			unknown/safe	#FF008B	18.8989	-96.9537
Huaylas Ancash Quechua	Quechuan			unknown/safe	#4C00FF	-9.38709	-77.7768
Huaylla Wanca Quechua	Quechuan			severely endangered	#4C00FF	-12.1809	-75.2055
Huba	Afro-Asiatic	Chadic	Biu-Mandara	unknown/safe	#FF0600	10.3544	13.139
Huehuetla Tepehua	Totonacan			definitely endangered	#FF00D6	20.6189	-97.9347
Huetar	Chibchan			extinct	#FFE900	10.159775	-84.255066
Huichol	Uto-Aztecan		Corachol	vulnerable	#FF008B	21.954	-104.062
Huilliche	Araucanian			critically endangered	#FF3200	-40.0694	-72.767
Huitepec Mixtec	Otomanguean			unknown/safe	#0600FF	16.9476	-97.1236
Hui Chinese	Sino-Tibetan			unknown/safe	#8B00FF	29.7646	118.232
Hukumina	Austronesian			extinct	#FF5E00	-3.274	126.194
Hula	Austronesian			unknown/safe	#FF5E00	-9.99427	147.705
Hulaulá	Afro-Asiatic			unknown/safe	#FF0600	31.9111	43.4865
Huli	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.97212	142.963
Hulung	Austronesian			extinct	#FF5E00	-2.87389	128.587
Humburi Senni Songhay	Songhay			unknown/safe	#A400FF	15.2948	-1.69301
Humene	Kwalean			unknown/safe	#00FFD0	-9.70693	147.562
Humla	Sino-Tibetan			unknown/safe	#8B00FF	30.1451	81.5659
Hunde	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-1.46762	28.9308
Hungarian	Uralic	Finno-Ugric	Ugric	severely endangered	#FF0097	46.9068585714	19.6555271429
Hung	Austroasiatic			definitely endangered	#FF5800	18.7849	104.772
Hungworo	Atlantic-Congo			unknown/safe	#FF5200	10.3243	6.3024
Hungana-Saamba	Atlantic-Congo			unknown/safe	#FF5200	-3.69695	18.4312
Hunjara-Kaina Ke	Nuclear Trans New Guinea			unknown/safe	#0013FF	-8.92	147.9
Hun-Saare	Atlantic-Congo	Benue-Congo	Kainji	unknown/safe	#FF5200	10.7898	5.07312
Hunzib	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	definitely endangered	#0065FF	42.0808	46.1369
Hupa	Athapaskan-Eyak-Tlingit		Athapaskan	critically endangered	#FF4C00	41.0982	-123.68
Hupdë	Nadahup		Nadahup	vulnerable	#006BFF	0.58622	-69.8359
Hupla	Nuclear Trans New Guinea			unknown/safe	#0013FF	-4.36349	139.164
Hurrian	Hurro-Urartian			extinct	#00FF00	40.7339	43.3154
Hutterite German	Indo-European			unknown/safe	#00FF13	40	-97
Hu	Austroasiatic			definitely endangered	#FF5800	22.0163	100.881
Hwana	Afro-Asiatic			unknown/safe	#FF0600	10.3633	12.7683
Hya	Afro-Asiatic			severely endangered	#FF0600	10.4814	13.526
Hyam	Atlantic-Congo			unknown/safe	#FF5200	9.57832	7.95163
Iaai	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-20.6301	166.59
Iamalele	Austronesian			unknown/safe	#FF5E00	-9.45005	150.573
Iatmul	Ndu		Middle Sepik	unknown/safe	#004CFF	-4.30064	143.316
Iau	Lakes Plain		Lakes Plain	unknown/safe	#00FFE3	-3.14537	137.69
Ibali Teke	Atlantic-Congo			unknown/safe	#FF5200	-4.20697	15.3893
Ibaloi	Austronesian			unknown/safe	#FF5E00	16.4263	120.695
Ibani	Ijoid			unknown/safe	#00FF06	4.49119	7.23558
Iban	Austronesian		Malayo-Sumbawan	unknown/safe	#FF5E00	2.09041	112.934
Ibanag	Austronesian		Northern Luzon	unknown/safe	#FF5E00	17.4201	121.891
Ibatan	Austronesian			unknown/safe	#FF5E00	18.9398	121.909
Ibibio	Atlantic-Congo	Benue-Congo	Cross River	unknown/safe	#FF5200	5.15279	7.86688
Ibino	Atlantic-Congo			unknown/safe	#FF5200	4.59603	8.15254
Ibuoro	Atlantic-Congo			unknown/safe	#FF5200	5.49672	7.93108
Ibu	North Halmahera			critically endangered	#0032FF	1.50556	127.542
Icelandic	Indo-European		Germanic	unknown/safe	#00FF13	63.4837	-19.0212
Icelandic-Basque Pidgin	Pidgin			extinct	#3900FF	65.78	-22.3
Iceve-Maci	Atlantic-Congo			unknown/safe	#FF5200	6.42426	9.50264
Ida'an	Austronesian		North Borneo	unknown/safe	#FF5E00	5.29059	118.515
Idakho-Isukha-Tiriki	Atlantic-Congo			unknown/safe	#FF5200	0.21557	34.817
Idaté	Austronesian			unknown/safe	#FF5E00	-8.76258	125.832
Idere	Atlantic-Congo			unknown/safe	#FF5200	5.21188	8.0831
Idi-Taeme	Pahoturi			unknown/safe	#0D00FF	-8.75976	142.301
Idoma	Atlantic-Congo	Benue-Congo	Idomoid	unknown/safe	#FF5200	7.19139	7.71261
Idon	Atlantic-Congo			unknown/safe	#FF5200	10.2175	7.78151
Idu	Sino-Tibetan	Tibeto-Burman	Digaroan	definitely endangered	#8B00FF	29.4473	95.6472
Idun	Atlantic-Congo			unknown/safe	#FF5200	9.12585	7.77525
Iduna	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#FF5E00	-9.34361	150.24
Ifè	Atlantic-Congo			unknown/safe	#FF5200	7.63568	1.58494
Ifo	Austronesian			extinct	#FF5E00	-18.7668	169.007
Igala	Atlantic-Congo			unknown/safe	#FF5200	7.34325	7.17974
Igana	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.70942	144.841
Igede	Atlantic-Congo	Benue-Congo	Idomoid	unknown/safe	#FF5200	6.95522	8.27362
Ignaciano	Arawakan		Bolivia-Parana	definitely endangered	#FF3900	-15.1188	-65.3993
Igo	Atlantic-Congo			unknown/safe	#FF5200	7.25499	0.67846
Iguta	Atlantic-Congo			unknown/safe	#FF5200	9.98505	8.81708
Igwe	Atlantic-Congo			unknown/safe	#FF5200	7.10878	6.08157
Iha	West Bomberai		West Bomberai	unknown/safe	#FF0071	-2.81013	132.271
Iha Based Pidgin	Pidgin			extinct	#3900FF	-2.935	132.294
Ija-Zuba	Atlantic-Congo			unknown/safe	#FF5200	8.97183	6.9861
Ika	Atlantic-Congo			unknown/safe	#FF5200	6.36423	6.31058
Ikizu	Atlantic-Congo			unknown/safe	#FF5200	-1.9915	34.3589
Ik	Kuliak		Kuliak	severely endangered	#00FFC9	3.61407	34.2507
Ikobi	Turama-Kikori			unknown/safe	#FF00B7	-7.30342	143.618
Ikoma-Nata-Isenye	Atlantic-Congo			unknown/safe	#FF5200	-1.94989	34.5361
Iko	Atlantic-Congo			unknown/safe	#FF5200	4.56197	7.9866
Ikpeshi	Atlantic-Congo			unknown/safe	#FF5200	7.04475	6.17647
Ikpeng	Cariban			vulnerable	#FFD000	-11.37822	-53.49553
Ikposo	Atlantic-Congo		Kwa	unknown/safe	#FF5200	7.44776	0.83312
Iku-Gora-Ankwa	Atlantic-Congo			unknown/safe	#FF5200	10.27852	7.84105
Ikulu	Atlantic-Congo			unknown/safe	#FF5200	10.1339	7.86684
Ikwere	Atlantic-Congo			unknown/safe	#FF5200	5.04333	6.86651
Ila	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	-15.60807	26.45548
Ile Ape	Austronesian			unknown/safe	#FF5E00	-8.38636	123.442
Ilianen Manobo	Austronesian			unknown/safe	#FF5E00	7.34448	124.766
Ili Turki	Turkic			severely endangered	#FF00B0	44.0089	80.4957
Ili'uun	Austronesian			unknown/safe	#FF5E00	-7.84385	125.902
Iloko	Austronesian		Northern Luzon	unknown/safe	#FF5E00	15.9361	120.993
Ilongot	Austronesian			unknown/safe	#FF5E00	16.3785	121.547
Ilue	Atlantic-Congo			critically endangered	#FF5200	4.78618	8.25236
Ilwana	Atlantic-Congo			unknown/safe	#FF5200	-0.66322	39.793
Imbabura Highland Quichua	Quechuan		Quechuan	severely endangered	#4C00FF	0.31776	-78.3729
Imbongu	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.13629	144.026
Imonda	Border		Border	unknown/safe	#FFA400	-3.31228	141.171
Imroing	Austronesian			unknown/safe	#FF5E00	-7.96772	129.651
Inabaknon	Austronesian			unknown/safe	#FF5E00	12.4264	124.166
Itutang-Inapang	Lower Sepik-Ramu			unknown/safe	#00F6FF	-4.67614	144.9
Iñapari	Arawakan			critically endangered	#FF3900	-12.4653	-69.3083
Inari Sami	Uralic			severely endangered	#FF0097	69.4229	27.8658
Indonesian	Austronesian		Malayo-Sumbawan	unknown/safe	#FF5E00	-7.33458	109.716
Indonesian Bajau	Austronesian		Sama-Bajaw	unknown/safe	#FF5E00	-3.68664	122.253
Indri	Atlantic-Congo			severely endangered	#FF5200	8.81513	25.9848
Indus Kohistani	Indo-European			vulnerable	#00FF13	35.3389	73.0154
Inebu One	Nuclear Torricelli			unknown/safe	#0019FF	-3.38015	141.892
Ineseño	Chumashan		Chumash	extinct	#E9FF00	34.6169	-120.08
Inga	Quechuan		Quechuan	severely endangered	#4C00FF	1.00313	-76.8606
Ingain	Nuclear-Macro-Je			extinct	#000DFF	-24.621052	-54.254151
Ingrian	Uralic	Finno-Ugric	Finnic	severely endangered	#FF0097	59.47403	29.71145
Ingush	Nakh-Daghestanian		Nakh	vulnerable	#0065FF	42.9525	44.158
Inlaod Itneg	Austronesian			unknown/safe	#FF5E00	17.61752	120.65389
Inoke-Yate	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.32311	145.539
Inonhan	Austronesian			unknown/safe	#FF5E00	12.284	122.03
Inor	Afro-Asiatic			unknown/safe	#FF0600	7.94883	37.7968
Intha-Danu	Sino-Tibetan			unknown/safe	#8B00FF	20.392	96.9388
Iowa-Oto	Siouan		Siouan	extinct	#9100FF	40.0511	-95.5213
Ipai	Cochimi-Yuman			unknown/safe	#E3FF00	33.005	-116.993
Ipalapa Amuzgo	Otomanguean			unknown/safe	#0600FF	16.5053	-98.0129
Ipiko	Anim			unknown/safe	#FF2600	-7.37424	144.863
Ipili	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.42586	143.089
Ipulo-Olulu	Atlantic-Congo			unknown/safe	#FF5200	6.2918	9.64676
Iquito	Zaparoan		Zaparoan	critically endangered	#FF000D	-3.31233	-73.97046
Iranun	Austronesian			unknown/safe	#FF5E00	4.3362	118.224
Iraqw	Afro-Asiatic	Cushitic	Southern Cushitic	unknown/safe	#FF0600	-4.19948	35.2939
Irarutu	Austronesian	Eastern Malayo-Polynesian	South Halmahera - West New Guinea	unknown/safe	#FF5E00	-2.94438	133.586
Iraya	Austronesian			unknown/safe	#FF5E00	13.381	120.65
Yerisiam	Austronesian			severely endangered	#FF5E00	-3.62803	135.025
Irigwe	Atlantic-Congo			unknown/safe	#FF5200	9.85197	8.6525
Iriga Bicolano	Austronesian			unknown/safe	#FF5E00	13.3896	123.331
Irish	Indo-European		Celtic	definitely endangered	#00FF13	53.2186	-7.61509
Irula	Dravidian			vulnerable	#B7FF00	12.70645	79.95209
Isabi	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.83809	145.462
Isanzu	Atlantic-Congo			unknown/safe	#FF5200	-3.99991	34.846
Isarog Agta	Austronesian			critically endangered	#FF5E00	13.651	123.332
Isconahua	Pano-Tacanan			unknown/safe	#1F00FF	-7.75236	-74.5193
Isebe	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.20719	145.691
Isekiri	Atlantic-Congo	Benue-Congo	Defoid	unknown/safe	#FF5200	5.81898	5.5862
Ishkashimi	Indo-European			unknown/safe	#00FF13	36.67	71.55
Isinai	Austronesian			unknown/safe	#FF5E00	16.3299	121.12
Isirawa	Greater Kwerba		Kwerba	vulnerable	#58FF00	-1.88775	138.595
Island Carib	Arawakan			extinct	#FF3900	15.364795	-61.342957
Isnag	Austronesian		Northern Luzon	unknown/safe	#FF5E00	18.2139	121.16
Isoko	Atlantic-Congo	Benue-Congo	Edoid	unknown/safe	#FF5200	5.52889	6.24682
Isthmus Mixe	Mixe-Zoque			unknown/safe	#0091FF	16.9481	-95.0681
Isthmus-Cosoleacaque Nahuatl	Uto-Aztecan			vulnerable	#FF008B	17.9401	-94.7347
Isthmus-Pajapan Nahuatl	Uto-Aztecan		Aztecan	unknown/safe	#FF008B	18.2513	-94.6647
Isthmus-Mecayapan Nahuatl	Uto-Aztecan		Aztecan	unknown/safe	#FF008B	18.2	-94.7547
Isthmus Zapotec	Otomanguean			unknown/safe	#0600FF	16.4548	-94.8444
Istriot	Indo-European			severely endangered	#00FF13	45.088	13.64
Istro Romanian	Indo-European			severely endangered	#00FF13	45.433	14.2
Isu (Fako Division)	Atlantic-Congo			severely endangered	#FF5200	3.96758	9.36535
Isu (Menchum Division)	Atlantic-Congo			unknown/safe	#FF5200	6.63731	9.96577
Italian	Indo-European		Romance	unknown/safe	#00FF13	43.0464	12.6489
Itawit	Austronesian		Northern Luzon	unknown/safe	#FF5E00	17.7329	121.58
Itelmen	Chukotko-Kamchatkan		Southern Chukotko-Kamchatkan	critically endangered	#EFFF00	56.7798	156.906
Itene	Chapacuran			critically endangered	#FFDC00	-12.2994	-64.9841
Iteri	Left May			severely endangered	#00FFE9	-4.11998	141.585
Itik	Tor-Orya			vulnerable	#FF00DC	-2.18342	139.341
Ito	Atlantic-Congo			unknown/safe	#FF5200	5.14438	8.04626
Itu Mbon Uzo	Atlantic-Congo			unknown/safe	#FF5200	5.52679	7.80378
Itundujia Mixtec	Otomanguean			unknown/safe	#0600FF	16.77876	-97.59753
Itzá	Mayan		Mayan	critically endangered	#00AAFF	17.0269	-89.8734
Iu Mien	Hmong-Mien		Hmong-Mien	unknown/safe	#19FF00	20.83	101.17
Itbayat	Austronesian		Batanic	unknown/safe	#FF5E00	20.3848	121.975
Ivbie North-Okpela-Arhe	Atlantic-Congo			unknown/safe	#FF5200	7.15307	6.21209
Iwaidja	Iwaidjan Proper		Iwaidjan	vulnerable	#00FF1F	-11.3379	132.453
I-Wak	Austronesian			unknown/safe	#FF5E00	16.30448	120.78633
Iwal	Austronesian			unknown/safe	#FF5E00	-7.20938	146.983
Iwam	Sepik		Upper Sepik	unknown/safe	#7800FF	-4.27346	141.817
Morop-Dintere	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.11036	140.823
Ixcatec	Otomanguean		Popolocan	critically endangered	#0600FF	17.7597	-97.1242
Ixcatlán Mazatec	Otomanguean			vulnerable	#0600FF	18.1531	-96.5719
Ixil	Mayan			unknown/safe	#00AAFF	15.4569	-90.8935
Ixtayutla Mixtec	Otomanguean			unknown/safe	#0600FF	16.5774	-97.5759
Ixtenco Otomi	Otomanguean		Otomian	severely endangered	#0600FF	19.2146	-98.0272
Iyayu	Atlantic-Congo			unknown/safe	#FF5200	7.30076	5.84326
Iyive	Atlantic-Congo			severely endangered	#FF5200	6.50437	9.53302
Iyojwa'ja Chorote	Matacoan			severely endangered	#00B0FF	-22.1896	-63.2383
Iyo	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.84161	146.092
Iyo'wujwa Chorote	Matacoan			definitely endangered	#00B0FF	-22.2067	-62.6508
Izere	Atlantic-Congo			unknown/safe	#FF5200	9.5	8.7
Izi-Ezaa-Ikwo-Mgbo	Atlantic-Congo	Benue-Congo	Igboid	unknown/safe	#FF5200	6.31831	8.03044
Izon	Ijoid		Ijoid	unknown/safe	#00FF06	5.17986	5.51702
Izora	Atlantic-Congo			unknown/safe	#FF5200	10.4735	8.76468
Jabal Razih	Afro-Asiatic			unknown/safe	#FF0600	16.9092	43.2416905
Jad	Sino-Tibetan			definitely endangered	#8B00FF	30.241	79.153
Jadgali	Indo-European			unknown/safe	#00FF13	26.9682	63.535
Jahanka	Mande			unknown/safe	#00D0FF	11.5399	-12.7262
Jah Hut	Austroasiatic			severely endangered	#FF5800	3.67619	102.291
Kia River Awyu	Nuclear Trans New Guinea			unknown/safe	#0013FF	-6.79732	140.104
Inku	Indo-European			unknown/safe	#00FF13	36.001755	68.611035
Jakun	Austronesian			definitely endangered	#FF5E00	2.64582	103.342
Jalapa De Díaz Mazatec	Otomanguean			vulnerable	#0600FF	18.0803	-96.4977
Jalkunan	Mande			unknown/safe	#00D0FF	10.5426	-5.21959
Jamamadí	Arawan		Arauan	vulnerable	#FF3F00	-7.62223	-66.5662
Jamaican Creole English	Indo-European		Creoles and Pidgins	unknown/safe	#00FF13	18.13	-77.2612
Jambi Malay	Austronesian			unknown/safe	#FF5E00	-2.6469	103.13
Jamiltepec Mixtec	Otomanguean		Mixtecan	unknown/safe	#0600FF	16.2279	-97.8417
Jamsay Dogon	Dogon		Dogon	unknown/safe	#C3FF00	14.1794	-2.57999
Jamtska	Indo-European			unknown/safe	#00FF13	63	14.67
Jan-Awei	Atlantic-Congo			extinct	#FF5200	9.661135	11.384125
Jandavra	Indo-European			unknown/safe	#00FF13	25.617	69.76
Jangshung	Sino-Tibetan			definitely endangered	#8B00FF	31.5666	78.4344
Jangkang	Austronesian			unknown/safe	#FF5E00	0.29738	110.647
Janji	Atlantic-Congo			unknown/safe	#FF5200	10.1197	8.63029
Japhug	Sino-Tibetan			unknown/safe	#8B00FF	32.1	102.36
Japrería	Cariban		Cariban	vulnerable	#FFD000	10.5523	-72.7101
Jaqaru	Aymaran		Aymaran	severely endangered	#FF6B00	-12.8823	-75.8958
Jarawa (India)	Jarawa-Onge			unknown/safe	#00FF2C	11.6089	92.658
Jarawa (Nigeria)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#FF5200	9.8	9.61
Jarai	Austronesian			unknown/safe	#FF5E00	13.6161	107.813
Jara	Afro-Asiatic			unknown/safe	#FF0600	10.5232	11.7036
Jaru	Pama-Nyungan			unknown/safe	#1900FF	-18.3288	128.262
Jauja Wanca Quechua	Quechuan			severely endangered	#4C00FF	-11.6747	-75.2786
Jaunsari	Indo-European			definitely endangered	#00FF13	30.5587	77.9084
Javanese	Austronesian		Javanese	unknown/safe	#FF5E00	-0.572307	110.885
Jawe	Austronesian			vulnerable	#FF5E00	-20.6648	164.676
Jaya	Central Sudanic			severely endangered	#FFD600	12.3707	17.9415
Jebero	Cahuapanan		Cahuapanan	critically endangered	#FFC900	-5.40317	-76.4103
Jehai	Austroasiatic	Mon-Khmer	Aslian	critically endangered	#FF5800	5.63695	101.541
Jeh	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#FF5800	15.2351	107.753
Towa	Kiowa-Tanoan		Kiowa-Tanoan	vulnerable	#00FF91	35.5994	-106.766
Jenaama Bozo	Mande			unknown/safe	#00D0FF	15.5	-4
Jennu Kurumba	Dravidian			unknown/safe	#B7FF00	11.5041	76.5767
Jere	Atlantic-Congo			unknown/safe	#FF5200	10.1962	8.95834
Jeli	Mande			severely endangered	#00D0FF	9.3957	-5.66717
Jerung	Sino-Tibetan			vulnerable	#8B00FF	27.1741	86.2547
Jesuit-Maynas	Cahuapanan			extinct	#FFC900	-4.444587	-76.577683
Jewish Babylonian Aramaic (ca. 200-1200 CE)	Afro-Asiatic			extinct	#FF0600	32.273	44.245
Jiamao	Tai-Kadai			unknown/safe	#E300FF	18.5548	109.854
Jiba	Atlantic-Congo			severely endangered	#FF5200	9.26508	11.5099
Jibu	Atlantic-Congo			unknown/safe	#FF5200	7.49214	11.3086
Jicarilla Apache	Athapaskan-Eyak-Tlingit		Athapaskan	severely endangered	#FF4C00	36.8079	-107.007
Jiiddu	Afro-Asiatic			unknown/safe	#FF0600	1.84353	44.1294
Jilbe	Afro-Asiatic			critically endangered	#FF0600	11.7992	14.5794
Jilim	Nuclear Trans New Guinea			unknown/safe	#0013FF	-5.56611	145.706
Jimi (Cameroon)	Afro-Asiatic			unknown/safe	#FF0600	10.251	13.5258
Jimi (Nigeria)	Afro-Asiatic			unknown/safe	#FF0600	10.7299	9.8118
Jina	Afro-Asiatic			unknown/safe	#FF0600	11.3555	14.9611
Jinyu Chinese	Sino-Tibetan			unknown/safe	#8B00FF	38.8284	111.278
Jiongnai Bunu	Hmong-Mien			definitely endangered	#19FF00	23.8692	110.007
Jirel	Sino-Tibetan			definitely endangered	#8B00FF	27.6931	86.3201
Jiru	Atlantic-Congo			unknown/safe	#FF5200	8.64125	10.5872
Jita	Atlantic-Congo			unknown/safe	#FF5200	-1.62681	33.9141
Jitotolteco	Mixe-Zoque			unknown/safe	#0091FF	17.054524	-92.858395
Jju	Atlantic-Congo			unknown/safe	#FF5200	9.83116	7.97167
Joaquiniano	Arawakan			extinct	#FF3900	-13.4	-64.67
Joba	Atlantic-Congo			unknown/safe	#FF5200	-3.45787	28.9978
Jola-Esulalu	Atlantic-Congo	Atlantic	Northern Atlantic	vulnerable	#FF5200	12.5089	-16.5539
Jola-Fonyi	Atlantic-Congo	Atlantic	Northern Atlantic	unknown/safe	#FF5200	12.75752	-15.7354766667
Jonkor Bourmataguil	Afro-Asiatic			severely endangered	#FF0600	11.5034	19.0954
Jorá	Tupian			extinct	#FF00BD	-15.7492	-63.2094
Jova	Uto-Aztecan			extinct	#FF008B	28.5	-109
Jowulu	Mande			unknown/safe	#00D0FF	10.7691	-5.47873
Juang	Austroasiatic		Munda	definitely endangered	#FF5800	21.2606	85.5845
Judeo-Italian	Indo-European			unknown/safe	#00FF13	43.1284	11.4723
Judeo-Tat	Indo-European			definitely endangered	#00FF13	42.068306	48.264749
Judeo-Persian	Indo-European			definitely endangered	#00FF13	31.45071	43.57147
Judeo-Georgian	Kartvelian			unknown/safe	#00FF65	31.5	34.75
Judeo-Tunisian Arabic	Afro-Asiatic			severely endangered	#FF0600	31.75	35.25
Judeo-Tripolitanian Arabic	Afro-Asiatic			unknown/safe	#FF0600	31.9567	34.7422
Judeo-Moroccan Arabic	Afro-Asiatic			definitely endangered	#FF0600	33.5	-7.5
Judeo-Iraqi Arabic	Afro-Asiatic			unknown/safe	#FF0600	31.5339	41.2595
Judeo-Yemeni Arabic	Afro-Asiatic			unknown/safe	#FF0600	15	45
South-Eastern Ju	Kxa		Ju-Kung	unknown/safe	#00FFDC	-19.688	20.7673
Jukun Takum	Atlantic-Congo	Benue-Congo	Platoid	unknown/safe	#FF5200	7.20236	10.2576
Júma	Tupian		Tupi-Guaraní	critically endangered	#FF00BD	-7.27501	-64.0998
Jumana	Arawakan			extinct	#FF3900	-1.77291	-69.195557
Jumjum	Nilotic			unknown/safe	#0045FF	10.4349	33.7494
Jumli	Indo-European			unknown/safe	#00FF13	29.1708	82.437
Jungle Inga	Quechuan			severely endangered	#4C00FF	0.88872	-76.6593
Jupua	Tucanoan			extinct	#FF00C9	0.24829	-72.139893
Juquila Mixe	Mixe-Zoque			unknown/safe	#0091FF	16.8912	-95.8484
Juray	Austroasiatic			unknown/safe	#FF5800	19.091	84.1204
Jurchen	Tungusic		Tungusic	extinct	#FF00C3	44.412626	126.866803
Juri	Ticuna-Yuri			extinct	#FF00E9	-1.358881	-69.984741
Jur Modo	Central Sudanic		Bongo-Bagirmi	unknown/safe	#FFD600	6.03321	29.974
Jurúna	Tupian		Tupi-Guaraní	vulnerable	#FF00BD	-10.9354	-53.3472
Jutish	Indo-European			definitely endangered	#00FF13	54.911	9.38924
Ju	Afro-Asiatic			unknown/safe	#FF0600	10.1845	9.81175
Juwal	Nuclear Torricelli			unknown/safe	#0019FF	-3.78596	143.681
Juxtlahuaca Mixtec	Otomanguean			unknown/safe	#0600FF	17.3518	-98.0146
Jwira-Pepesa	Atlantic-Congo			unknown/safe	#FF5200	5.10752	-2.10891
Kaamba	Atlantic-Congo			unknown/safe	#FF5200	-4.0409	13.284
