Language_name	Family_name	subfamily_name	genus_name	status	dot_color	label_color	latitude	longitude
Ao Naga	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	unknown/safe	#A9A9A9	#A9A9A9	26.3241	94.3824
Aore	Austronesian			extinct	#FF0000	#FF0000	-15.5753	167.166
A'ou	Tai-Kadai			unknown/safe	#A9A9A9	#A9A9A9	26.8	105.85
Apalik	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.29002	149.96
Apali	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.1727	145.023
ApalaÃ_	Cariban		Cariban	vulnerable	#CBCB65	#CBCB65	1.49792	-54.7457
Apasco-Apoala Mixtec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	17.6143	-97.0657
Apatani	Sino-Tibetan	Tibeto-Burman	Tani	vulnerable	#CBCB65	#CBCB65	27.1933	93.7284
Apiaka-Tocantins	Cariban			extinct	#FF0000	#FF0000	-6.5	-49.771729
ApiakÃ¡	Tupian			critically endangered	#FF6500	#FF6500	-7.84711	-57.91
ApinayÃ©	Nuclear-Macro-Je		Ge-Kaingang	vulnerable	#CBCB65	#CBCB65	-6.10774	-47.6315
Apma	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-15.8559	168.189
Ap Ma			Botin	unknown/safe	#A9A9A9	#A9A9A9	-4.35147	144.085
Apolista	Arawakan			extinct	#FF0000	#FF0000	-14.83	-68.66
Aproumu Aizi	Atlantic-Congo		Kru	unknown/safe	#A9A9A9	#A9A9A9	5.20273	-4.52192
A-Pucikwar	Great Andamanese		Great Andamanese	extinct	#FF0000	#FF0000	12.241	92.7965
ApurinÃ£	Arawakan		Purus	definitely endangered	#EDED21	#EDED21	-8.21692	-66.7714
Aputai	Austronesian			critically endangered	#FF6500	#FF6500	-7.84732	126.496
Arabana	Pama-Nyungan			critically endangered	#FF6500	#FF6500	-28.705	135.449
Arabela	Zaparoan		Zaparoan	severely endangered	#FFCB00	#FFCB00	-1.96126	-75.0612
Aragonese	Indo-European			definitely endangered	#EDED21	#EDED21	42.4669	-0.00919
Araicu	Arawakan			extinct	#FF0000	#FF0000	-3.104315	-67.2052
Araki	Austronesian	Eastern Malayo-Polynesian	Oceanic	critically endangered	#FF6500	#FF6500	-15.632997	166.952542
Aralle-Tabulahan	Austronesian		South Sulawesi	unknown/safe	#A9A9A9	#A9A9A9	-2.78397	119.319
Aramanik	Bookkeeping			extinct	#FF0000	#FF0000	-2.90656	37.3491
Arammba	Morehead-Wasur			unknown/safe	#A9A9A9	#A9A9A9	-8.29593	141.445
Arandai	South Bird's Head Family		South Bird's Head	unknown/safe	#A9A9A9	#A9A9A9	-2.08016	132.983
Aranadan	Dravidian			unknown/safe	#A9A9A9	#A9A9A9	11.35252	75.79538
Araona	Pano-Tacanan		Tacanan	severely endangered	#FFCB00	#FFCB00	-12.4242	-67.7293
Arapaho	Algic		Algonquian	unknown/safe	#A9A9A9	#A9A9A9	43.3879	-108.81
Arapaso	Tucanoan			extinct	#FF0000	#FF0000	0.13727	-67.7282
Arawum	Nuclear Trans New Guinea			severely endangered	#FFCB00	#FFCB00	-5.52787	145.903
ArawetÃ©	Tupian			vulnerable	#CBCB65	#CBCB65	-4.90246	-52.5001
Lokono	Arawakan			critically endangered	#FF6500	#FF6500	5.64295	-56.9243
Arazaire	Pano-Tacanan			extinct	#FF0000	#FF0000	-13.25	-70.8
ArbÃ«reshÃ« Albanian	Indo-European			definitely endangered	#EDED21	#EDED21	38.911	16.7164
Arbore	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	4.92183	36.7986
Archi	Nakh-Daghestanian	Daghestanian	Lezgic	definitely endangered	#EDED21	#EDED21	42.3239	46.8267
'Are'are	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-9.20699	161.158
Areba	Pama-Nyungan			extinct	#FF0000	#FF0000	-16.63548	142.63107
Are	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.67147	149.999
Arem	Austroasiatic			severely endangered	#FFCB00	#FFCB00	17.7672	105.928
Arequipa-La UniÃ_n Quechua	Quechuan			unknown/safe	#A9A9A9	#A9A9A9	-15.1806	-72.6333
Argentine Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	-34.797	-59.1798
Argobba	Afro-Asiatic			critically endangered	#FF6500	#FF6500	10.6596	39.756
Arguni	Austronesian			vulnerable	#CBCB65	#CBCB65	-2.645798	132.5556
ArhÃ¢	Austronesian			critically endangered	#FF6500	#FF6500	-21.2866	165.273
ArhÃ¶	Austronesian			critically endangered	#FF6500	#FF6500	-21.3183	165.161
Arhuaco	Chibchan		Aruak	vulnerable	#CBCB65	#CBCB65	10.7018	-73.6363
Aribwaung	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.65252	146.919
Aribwatsa	Austronesian	Eastern Malayo-Polynesian	Oceanic	extinct	#FF0000	#FF0000	-6.72266	146.991
Arifama-Miniafia	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.15565	149.246
Arigidi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.56324	5.89556
Ari	Suki-Gogodala			severely endangered	#FFCB00	#FFCB00	-7.95526	142.4
Arikara	Caddoan		Caddoan	critically endangered	#FF6500	#FF6500	40.6473	-98.7158
Arikem	Tupian			extinct	#FF0000	#FF0000	-8.924	-63.742
ArikapÃº	Nuclear-Macro-Je			critically endangered	#FF6500	#FF6500	-12.4878	-62.7261
Arin	Yeniseian			extinct	#FF0000	#FF0000	57	93
Aringa	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	3.56143	31.3071
Aritinngitigh	Pama-Nyungan			extinct	#FF0000	#FF0000	-12.50839255	142.138748
Arizona Tewa	Kiowa-Tanoan			unknown/safe	#A9A9A9	#A9A9A9	35.836667	-110.381389
Arma	Unattested			extinct	#FF0000	#FF0000	2.03332	-76
Armenian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	40.1002	44.4767
Aromanian	Indo-European			definitely endangered	#EDED21	#EDED21	42.0646	22.6464
Arop-Sissano	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.06984	142.12
Arop-Lokep	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-5.31671	147.103
Arosi	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-10.2441	161.432
Arta	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	16.4185	121.656
Aruamu	Lower Sepik-Ramu		Mikarew	unknown/safe	#A9A9A9	#A9A9A9	-4.28957	144.842
AruÃ¡ (Rondonia State)	Tupian			severely endangered	#FFCB00	#FFCB00	-12.1186	-62.4357
AruÃ¡ (Amazonas State)	Arawan			extinct	#FF0000	#FF0000	-5.5	-67.98
Aruan	Arawakan			extinct	#FF0000	#FF0000	-0.608631	-50.123291
Aruek	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.37841	142.715
Srenge	Nuclear Torricelli			unknown/safe	#A9A9A9	#A9A9A9	-3.45782	142.478
Arutani				critically endangered	#FF6500	#FF6500	4.20057	-63.1202
Arvanitika Albanian	Indo-European			severely endangered	#FFCB00	#FFCB00	38.283	23.3703
Asaro'o	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.68263	146.508
Asas	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.69345	145.549
AshÃ¡ninka	Arawakan			vulnerable	#CBCB65	#CBCB65	-11.9311	-73.9073
Ashe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.36574	7.39443
AshÃ©ninka PerenÃ©	Arawakan			vulnerable	#CBCB65	#CBCB65	-10.9777	-74.9153
AshÃ©ninka Pajonal	Arawakan		Pre-Andine Arawakan	vulnerable	#CBCB65	#CBCB65	-10.7583	-74.2014
Ashkun	Indo-European			definitely endangered	#EDED21	#EDED21	34.84277	70.37453
Asho Chin	Sino-Tibetan	Tibeto-Burman	Kuki-Chin	unknown/safe	#A9A9A9	#A9A9A9	21.393	93.5069
Ashtiani	Indo-European			definitely endangered	#EDED21	#EDED21	37.7469	48.6808
Asilulu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-3.67302	127.952
Askopan	North Bougainville			unknown/safe	#A9A9A9	#A9A9A9	-6.22539	155.307
Asoa	Central Sudanic			unknown/safe	#A9A9A9	#A9A9A9	2.26818	26.7198
Assamese	Indo-European		Indic	unknown/safe	#A9A9A9	#A9A9A9	26.0876	91.2932
Assan	Bookkeeping			extinct	#FF0000	#FF0000	56	94
Assangori	Tamaic			unknown/safe	#A9A9A9	#A9A9A9	13.9592	22.6393
Assiniboine	Siouan			critically endangered	#FF6500	#FF6500	49.2923	-106.068
As	Austronesian			vulnerable	#CBCB65	#CBCB65	-0.75267	131.728
Assyrian Neo-Aramaic	Afro-Asiatic		Semitic	definitely endangered	#EDED21	#EDED21	36.75	43
Asturian	Indo-European		Romance	definitely endangered	#EDED21	#EDED21	42.4181	-6.02227
Asue Awyu	Nuclear Trans New Guinea		Awju-Dumut	unknown/safe	#A9A9A9	#A9A9A9	-5.98341	139.123
Asumboa	Austronesian			severely endangered	#FFCB00	#FFCB00	-11.2969	166.499
Asu (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.0849	5.42081
AsunciÃ_n Mixtepec Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.8762	-96.8704
Asuri	Austroasiatic			definitely endangered	#EDED21	#EDED21	21.5721	83.4562
Asu (Tanzania)	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	-4.17978	37.8323
Ata	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	9.715	122.9
Atacame				extinct	#FF0000	#FF0000	0.834931	-79.778137
Atakapa				extinct	#FF0000	#FF0000	30.9121	-93.0827
Atampaya	Pama-Nyungan			extinct	#FF0000	#FF0000	-11.0018	142.273
Ata Manobo	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	7.7789	125.499
AtatlÃ¡huca Mixtec	Otomanguean		Mixtecan	unknown/safe	#A9A9A9	#A9A9A9	17.07133	-97.67753
Atayal	Austronesian		Atayalic	vulnerable	#CBCB65	#CBCB65	24.5209	121.388
Mand	Nuclear Trans New Guinea			definitely endangered	#EDED21	#EDED21	-5.08137	144.806
Athpariya	Sino-Tibetan	Tibeto-Burman	Mahakiranti	definitely endangered	#EDED21	#EDED21	26.8794	87.3296
Ati	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	11.1539	122.512
Atikamekw	Algic		Algonquian	vulnerable	#CBCB65	#CBCB65	47.9555	-73.7989
Atohwaim	Kayagaric			unknown/safe	#A9A9A9	#A9A9A9	-6.27123	138.666
Atong (India)	Sino-Tibetan			severely endangered	#FFCB00	#FFCB00	25.346508	90.658722
Atong	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.03539	9.72121
Atorada	Arawakan			unknown/safe	#A9A9A9	#A9A9A9	2.481	-60.286
Atsam	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.95914	8.48301
Atsahuaca	Pano-Tacanan			extinct	#FF0000	#FF0000	-14.1666	-69.5
Atsugewi	Palaihnihan			extinct	#FF0000	#FF0000	40.4271	-120.661
AttiÃ©	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.9977	-3.8209
Atzingo Matlatzinca	Otomanguean			severely endangered	#FFCB00	#FFCB00	19.3871	-99.9239
'Auhelawa	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-10.0959	151.002
Aulua	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-16.3579	167.697
AurÃª y AurÃ¡	Tupian			extinct	#FF0000	#FF0000	-4.137	-46.792
Aushi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	-11.6295	29.0168
Aushiri	Zaparoan			extinct	#FF0000	#FF0000	-3.3196	-74.5411
Austrian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	48.1197	16.225
Australian Aborigines Sign Language	Sign Language			extinct	#FF0000	#FF0000	-25	135
Australian Sign Language	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	-30	145
Austral	Austronesian			definitely endangered	#EDED21	#EDED21	-23.3843	-149.462
Au	Nuclear Torricelli		Wapei-Palei	unknown/safe	#A9A9A9	#A9A9A9	-3.53277	142.105
Auwe	Border			unknown/safe	#A9A9A9	#A9A9A9	-3.33662	141.254
Auye	Nuclear Trans New Guinea			vulnerable	#CBCB65	#CBCB65	-3.43705	136.096
Auyokawa	Afro-Asiatic			extinct	#FF0000	#FF0000	9.85747	11.322
AvÃ¡-Canoeiro	Tupian			critically endangered	#FF6500	#FF6500	-13.6081	-48.1336
Avar	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	vulnerable	#CBCB65	#CBCB65	41.7047	46.558
Avatime	Atlantic-Congo		Kwa	unknown/safe	#A9A9A9	#A9A9A9	6.8688	0.41314
Avau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.24342	150.427
Avestan	Indo-European			extinct	#FF0000	#FF0000	31.541	53.633
Avikam	Atlantic-Congo		Kwa	unknown/safe	#A9A9A9	#A9A9A9	5.15838	-5.2529
Avokaya	Central Sudanic		Moru-Ma'di	unknown/safe	#A9A9A9	#A9A9A9	4.38639	29.9379
Awabakal	Pama-Nyungan			extinct	#FF0000	#FF0000	-33.12847	151.43555
Ximeng-Menglian Awa	Austroasiatic			unknown/safe	#A9A9A9	#A9A9A9	22.75	99.4833
Awa-Cuaiquer	Barbacoan		Barbacoan	critically endangered	#FF6500	#FF6500	1.21652	-78.3401
Awadhi	Indo-European		Indic	unknown/safe	#A9A9A9	#A9A9A9	27.5907	82.4663
Awad Bing	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-5.59896	146.355
Awak	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.86334	11.3291
Awa (Papua New Guinea)	Nuclear Trans New Guinea		Eastern Highlands	unknown/safe	#A9A9A9	#A9A9A9	-6.65534	145.714
Awara	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-6.16986	146.372
Awar	Lower Sepik-Ramu			unknown/safe	#A9A9A9	#A9A9A9	-4.13554	144.836
Awbono	Bayono-Awbono			unknown/safe	#A9A9A9	#A9A9A9	-5.05875	139.724
Aweer	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	-1.40124	41.234
Awera	Lakes Plain			vulnerable	#CBCB65	#CBCB65	-2.71886	136.063
AwetÃ_	Tupian			vulnerable	#CBCB65	#CBCB65	-12.9336	-53.5852
Awing	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.88362	10.264
Awiyaana	Nuclear Trans New Guinea		Eastern Highlands	unknown/safe	#A9A9A9	#A9A9A9	-6.54079	145.76
Awjilah-Foqaha	Afro-Asiatic			severely endangered	#FFCB00	#FFCB00	29.2341	21.1819
Awngi	Afro-Asiatic	Cushitic	Central Cushitic	unknown/safe	#A9A9A9	#A9A9A9	10.9819	36.6916
Awtuw	Sepik		Ram	unknown/safe	#A9A9A9	#A9A9A9	-3.53129	141.928
Auwon	Sepik			unknown/safe	#A9A9A9	#A9A9A9	-3.79671	141.999
Awutu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.42441	-0.59545
Awu = Lope	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	25.395	103.306
Awyi	Border		Border	vulnerable	#CBCB65	#CBCB65	-3.00564	140.604
Axamb	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-16.4838	167.707
Axi Yi	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	24.6009	103.713
Yintyinka-Ayabadhu	Pama-Nyungan			extinct	#FF0000	#FF0000	-14.6652	142.893
Ayacucho Quechua	Quechuan		Quechuan	definitely endangered	#EDED21	#EDED21	-13.84714	-74.32246
Ayautla Mazatec	Otomanguean			vulnerable	#CBCB65	#CBCB65	18.0993	-96.5952
Ayere	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.52206	6.01979
Ayi (China)	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	27.1213	98.8684
Ayi (Papua New Guinea)	Sepik			unknown/safe	#A9A9A9	#A9A9A9	-3.95946	142.407
Ayiwo	Austronesian	Eastern Malayo-Polynesian	Oceanic	unknown/safe	#A9A9A9	#A9A9A9	-10.282595	166.328715
Ayizi	Sino-Tibetan			critically endangered	#FF6500	#FF6500	25	103.7
Ayizo Gbe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.62654	2.20552
Ayoquesco Zapotec	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.6633	-96.8575
Ayoreo	Zamucoan		Zamucoan	definitely endangered	#EDED21	#EDED21	-19.220055	-60.217495
Ayutla Mixtec	Otomanguean		Mixtecan	unknown/safe	#A9A9A9	#A9A9A9	16.8833	-98.9916
Ayu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.2634	8.60225
Azha	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	23.9	104.15
Azhe	Sino-Tibetan			unknown/safe	#A9A9A9	#A9A9A9	24.405	103.441
AzoyÃº Me'phaa	Otomanguean			unknown/safe	#A9A9A9	#A9A9A9	16.7584	-98.5241
Baan	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.66709	7.30065
Baangi	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.8083	5.7261
Baatonum	Atlantic-Congo		Gur	unknown/safe	#A9A9A9	#A9A9A9	9.63186	2.99607
Baazem	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.80235	9.97124
Babango	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.79475	23.5851
Baba	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.11222	10.5216
Babanki	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.97863	10.2869
Baba Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	1.75414	103.076
Babatana	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-7.22281	157.149
Babalia Creole Arabic	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	12.7617	16.6925
Babine	Athapaskan-Eyak-Tlingit			severely endangered	#FFCB00	#FFCB00	55.0997	-126.41
Babuza	Austronesian			extinct	#FF0000	#FF0000	24.0017	120.585
Bacanese Malay	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-0.62275	127.49
Bacama	Afro-Asiatic			unknown/safe	#A9A9A9	#A9A9A9	9.53072	12.0416
Badaga	Dravidian		Southern Dravidian	definitely endangered	#EDED21	#EDED21	11.3094	76.5974
Bada (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	9.62456	9.95
Bada (Indonesia)	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.80249	120.319
Badeshi	Unattested			extinct	#FF0000	#FF0000	35.2655	72.6823
Bade	Afro-Asiatic	Chadic	West Chadic	vulnerable	#CBCB65	#CBCB65	12.789	10.6557
Badimaya	Pama-Nyungan			unknown/safe	#A9A9A9	#A9A9A9	-29.0647	117.246
BÃ_di Kanum	Morehead-Wasur		Morehead and Upper Maro Rivers	unknown/safe	#A9A9A9	#A9A9A9	-8.85301	140.753
Badui	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-6.35359	106.177
Jaad-Badyara	Atlantic-Congo			severely endangered	#FFCB00	#FFCB00	12.6425	-13.4759
Baeggu	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.49014	160.771
Baelelea	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-8.41627	160.721
Baetora	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-15.2574	168.159
Bafaw-Balong	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.53307	9.522
Bafanji	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.84612	10.4518
Bafia	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	4.72603	11.0982
Bafoto	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.19	19.76
Bafut	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	6.14153	10.1194
Baga Manduri	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.76747	-14.60521
Baga Kaloum	Bookkeeping			extinct	#FF0000	#FF0000	9.951	-12.887
Baga Sitemu	Atlantic-Congo	Atlantic	Mel	severely endangered	#FFCB00	#FFCB00	10.4793	-14.4756
Baga Koga	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	10.1286	-13.947
Baga SobanÃ©	Bookkeeping			extinct	#FF0000	#FF0000	9.98865	-13.9054
Baga Mboteni-Binari	Atlantic-Congo			definitely endangered	#EDED21	#EDED21	10.5271	-14.6111
Baga Mboteni	Bookkeeping			critically endangered	#FF6500	#FF6500	12.27246	-12.07358
Bagheli	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	24.6837	87.4994
Bagirmi Fulfulde	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.81656	18.3467
Bagirmi	Central Sudanic		Bongo-Bagirmi	unknown/safe	#A9A9A9	#A9A9A9	11.52392	14.769495
Bago-Kusuntu	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.52697	1.41214
Bagri	Indo-European		Indic	unknown/safe	#A9A9A9	#A9A9A9	28.6036	71.453
Bagusa	Greater Kwerba			unknown/safe	#A9A9A9	#A9A9A9	-1.98844	137.914
Bagupi	Nuclear Trans New Guinea			definitely endangered	#EDED21	#EDED21	-5.07778	145.632
Bagvalal	Nakh-Daghestanian	Daghestanian	Avar-Andic-Tsezic	definitely endangered	#EDED21	#EDED21	42.3966	46.1041
Bahau	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	0.30801	115.332
Baham	West Bomberai		West Bomberai	unknown/safe	#A9A9A9	#A9A9A9	-3.10628	132.637
Baharna Arabic	Afro-Asiatic		Semitic	unknown/safe	#A9A9A9	#A9A9A9	26.223615	50.580811
Bahamas Creole English	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	25.032149	-77.390587
Bahing	Sino-Tibetan			definitely endangered	#EDED21	#EDED21	27.3323	86.3949
Bahinemo	Sepik		Sepik Hill	unknown/safe	#A9A9A9	#A9A9A9	-4.55527	142.832
Bahnar	Austroasiatic	Mon-Khmer	Bahnaric	unknown/safe	#A9A9A9	#A9A9A9	14.0476	108.471
Bahonsuai	Austronesian			definitely endangered	#EDED21	#EDED21	-2.22572	121.707
Baibai	Baibai-Fas			unknown/safe	#A9A9A9	#A9A9A9	-3.42672	141.345
Bai	Atlantic-Congo			definitely endangered	#EDED21	#EDED21	7.57221	26.48246
Baikeno	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-9.32991	124.256
Baima	Sino-Tibetan			vulnerable	#CBCB65	#CBCB65	33.1001	103.952
Baimak	Nuclear Trans New Guinea			unknown/safe	#A9A9A9	#A9A9A9	-5.18943	145.606
Bainounk-Gujaher	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	12.3128	-16.0586
Bainouk-Samik	Bookkeeping			severely endangered	#FFCB00	#FFCB00	12.5053	-15.9969
Bainouk-Gunyaamolo-Gutobor	Atlantic-Congo			vulnerable	#CBCB65	#CBCB65	12.8672	-16.229
Baissa Fali	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	7.38023	10.7684
Baiso	Afro-Asiatic			definitely endangered	#EDED21	#EDED21	6.44892	37.7681
Bajan	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	13.1365	-59.5346
Bajelani	Indo-European			definitely endangered	#EDED21	#EDED21	33.9498	42.9867
Baka (Cameroon)	Atlantic-Congo	Adamawa-Ubangi	Ubangi	unknown/safe	#A9A9A9	#A9A9A9	2.16013	13.7804
Bakaka	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	4.79991	9.80402
Baka (Sudan)	Central Sudanic		Bongo-Bagirmi	unknown/safe	#A9A9A9	#A9A9A9	4.65943	29.59
BakairÃ_	Cariban		Cariban	vulnerable	#CBCB65	#CBCB65	-14.2628	-54.7034
Bakhtiari	Indo-European			unknown/safe	#A9A9A9	#A9A9A9	32.0163	49.7713
Baki	Austronesian			vulnerable	#CBCB65	#CBCB65	-16.7096	168.165
Bakoko	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	3.56518	9.99905
Bakole	Atlantic-Congo			critically endangered	#FF6500	#FF6500	4.43654	8.97387
Bakpinka	Atlantic-Congo			critically endangered	#FF6500	#FF6500	5.26756	8.26321
Bakumpai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-1.98842	114.77
BakwÃ©	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.23123	-6.51077
Balanta-Kentohe	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	11.8203	-15.3221
Balanta-Ganja	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	12.5382	-15.6658
Balau	Bookkeeping			unknown/safe	#A9A9A9	#A9A9A9	1.33476	110.913
Balangao	Austronesian		Northern Luzon	unknown/safe	#A9A9A9	#A9A9A9	17.0994	121.272
Balangingi	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	6.011614	121.686646
Balaesang	Austronesian			definitely endangered	#EDED21	#EDED21	-0.05644	119.689
Balantak	Austronesian		Celebic	unknown/safe	#A9A9A9	#A9A9A9	-0.86809	123.289
Balade	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-20.25	164.2
Baldemu	Afro-Asiatic			critically endangered	#FF6500	#FF6500	10.9078	14.4674
Bali (Nigeria)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	8.81345	11.2952
Bali (Democratic Republic of Congo)	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	1.1807	26.5941
Balkan Romani	Indo-European			definitely endangered	#EDED21	#EDED21	42.67	21.17
Balkan Gagauz Turkish	Turkic			definitely endangered	#EDED21	#EDED21	41.170545	24.44567
Loi-Likila	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	0.93777	18.1266
Balo	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	6.12552	9.69365
Baltic Romani	Indo-European			definitely endangered	#EDED21	#EDED21	60	38
Balti	Sino-Tibetan	Tibeto-Burman	Bodic	vulnerable	#CBCB65	#CBCB65	34.4491	77.2859
Paluai	Austronesian			unknown/safe	#A9A9A9	#A9A9A9	-2.5604	147.282
Langue de Signes Malienne	Sign Language			unknown/safe	#A9A9A9	#A9A9A9	12.651	-8.00136
Bamali	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.91327	10.4567
Bambassi	Blue Nile Mao			definitely endangered	#EDED21	#EDED21	9.82554	34.6522
Bambalang	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.861	10.544
Bambili-Bambui	Atlantic-Congo	Benue-Congo	Bantoid	unknown/safe	#A9A9A9	#A9A9A9	6.10821	10.2233
Bambara	Mande		Western Mande	unknown/safe	#A9A9A9	#A9A9A9	12.0401	-9.98949
Bambam	Austronesian		South Sulawesi	unknown/safe	#A9A9A9	#A9A9A9	-3.02759	119.201
Bamenyam	Atlantic-Congo			unknown/safe	#A9A9A9	#A9A9A9	5.77049	10.3302
