name,latitude,longitude,color,family,subgroup,country
!Xoon [nmn],-24,21.5,#023A7A,Tuu,Tuu,S Africa
’Weenhayek [mtp],-21.99,-63.6,#75ABC5,Matacoan,Mataguayo II,SE South America
||Ana [gnk],-22.2,22.4,#023A7A,Khoe,Khoe,S Africa
||Ani [hnh],-19.3,22.5,#034984,Khoe,Khoe,S Africa
||Gana [gnk-2],-19,22.5,#01417F,Khoe,Khoe,S Africa
||Xekwi [xeg],-23,22,#106496,Tuu,Tuu,S Africa
|Gwi [gwj],-22.435,21.654,#013E7D,Khoe,Khoe,S Africa
|Xam [xam],-30.34,21.82,#156898,Tuu,Tuu,S Africa
A-Hmao [hmd],25.75,106.08,#1A6D9C,Hmong-Mien,Hmongic,Southeast Asia-mainland
A'iwa [ash],-2,-74.5,#D5E4EB,A'iwa,A'iwa,NE South America
A'jië [aji],-21.342,165.459,#CFB98B,Austronesian,Southern Oceanic,Oceania
Aari [aiw],6,36.6,#05568C,Afro-Asiatic,South Omotic,Greater Abyssinia
Aashing [adi-10],28.99,94.9,#C1A467,Tibeto-Burman,Macro-Tani,Indic
Abanyom [abm],6.499,8.647,#A5C9D9,Niger-Kongo,Ekoid,African Savannah
Abar [mij-3],6.59,10.26,#3581A9,Niger-Kongo,Beboid,African Savannah
Abau [aau],-4,141.167,#CEE0E9,Sepik,Abau,N Coast New Guinea
Abawiri [flh],-3.05,139.21,#1A6D9C,Lakes Plains,Eastern Lakes Plains,Interior New Guinea
Abaza [abq],44.34,41.67,#156898,Northwest Caucasus,Abaza-Abkhaz,Greater Mesopotamia
Abduyi [pes-5],29.7,52.07,#75ABC5,Indo-European,Indo-Iranian,Greater Mesopotamia
Abé [aba],5.6,-4.38,#3C86AC,Niger-Kongo,Kwa,African Savannah
Abelam [abt-2],-3.83,143.17,#A57B29,Ndu,Nuclear Ndu,N Coast New Guinea
Abellen [abp],15.41,120.2,#CDB583,Austronesian,Philippines,Southeast Asia-Island
Abenaki_Western [abe],44,-72.25,#D5E4EB,Algic,Algonquian,E North America
Aberdeenshire_English [sco-4],57.3,-2,#2E7CA5,Indo-European,Germanic,Europe
Abidji [abi],5.66,-4.58,#4C90B3,Niger-Kongo,Kwa,African Savannah
Abinomn [bsa],-3,138.8,#CEE0E9,Abinomn,Abinomn,Interior New Guinea
Abipon [axb],-26,-61,#D5C199,Guaicuruan,Southern Guaicuruan,SE South America
Abkhaz [abk],43,41.03,#2E7CA5,Northwest Caucasus,Abaza-Abkhaz,Greater Mesopotamia
Abkhaz_Bzyp [ady-14],43.32,40.41,#1A6D9C,Northwest Caucasus,Abaza-Abkhaz,Greater Mesopotamia
Abkhaz_Sadz [ady-13],43.33,40.22,#2E7CA5,Northwest Caucasus,Abaza-Abkhaz,Greater Mesopotamia
Abron [abr],8.03,-2.8,#2777A2,Niger-Kongo,Kwa,African Savannah
Abruzzo [nap],42.66,13.7,#B6D3E1,Indo-European,Romance,Europe
Abua [abn],4.8,6.654167,#458BB0,Niger-Kongo,Cross River,African Savannah
Abuan [abn-2],4.83,6.61,#458BB0,Niger-Kongo,Cross River,African Savannah
Abui [abz],-8.417,124.6,#E6ECEC,Timor-Alor-Pantar,Alor,Southeast Asia-Island
Abujh_Maria [mrr-2],18.75,80.68,#B89652,Dravidian,South-Central Dravidian,Indic
Abun [kgr],-0.833,132,#458BB0,West Papuan,Birds Head,N Coast New Guinea
