name,latitude,longitude,color,family,subgroup,country
Maring [mbw],-5.494,144.668,#556887,Trans New Guinea,Chimbu-Wahgi,Papua New Guinea
Maringarr [zmt],-14.25,130,#84816B,Western Daly,Bringen,Australia
Marquesan_Ua_Pou [mrq],-9.33,-140,#8EAE6B,Oceanic,Central Pacific,French Polynesia
Marrithiyel [mfr],-13.833,130,#948570,Western Daly,Bringen,Australia
Marshallese [mah],12.5,162.5,#AEAD62,Oceanic,Micronesian,Marshall Islands
Martu_Wangka [mpj-3],-21.5,126,#547D73,Pama-Nyungan,Wati,Australia
Martuthunira [vma],-21,116.5,#59966F,Pama-Nyungan,Ngayarda,Australia
Maru [mhx],24.9,97.5,#63B665,Tibeto-Burman,Lolo-Burmese,Myanmar
Marubo [mzr],-5.36,-70.99,#437A8B,Panoan,Southern Panoan,Brazil
Masbateño [msb],12.27,123.58,#B78958,Malayo-Polynesian,Philippines,Philippines
Masenrempulu [ptt],-3.54,119.66,#CB8C63,Malayo-Polynesian,Greater South Sulawesi,Indonesia-Sulawesi
Mashan Miao_Dadiba [hmm],25.6,106.4,#8DDB65,Hmong-Mien,Hmongic,China
Massachusetts [wam],42.5,-71,#A5516F,Algic,Algonquian,USA
Massep [mvs],-1.75,138.25,#538668,Massep,,Indonesia-Papua
Matal [mfh],10.93,14.05,#AA8AB1,Afro-Asiatic,Chadic,Cameroon
Matbat [xmt],-2,130.33,#A9A669,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia-Papua
Matengo [mgv],-11,34.67,#BA85B8,Niger-Kongo,Atlantic-Congo,Tanzania
Matigsalug [mbt],7.5,124.08,#B4934B,Malayo-Polynesian,Philippines,Philippines
Matlatzinca [mat],19.29,-99.56,#A75382,Otomanguean,Western Otomanguean,Mexico
Matngele [zml],-13.833,130.417,#8C8970,Eastern Daly,,Australia
Mato [met],-5.891,146.849,#B69B63,Oceanic,Western Oceanic,Papua New Guinea
Matses [mcf],-4,-71.5,#702C7C,Panoan,Northern Panoan,Peru
Matsigenka [mcb],-12,-70.4,#B72C54,Arawak,Southern Maipuran,Peru
Mattole [mvb],40.45,-124.4,#91597D,Dene-Yeniseic,Na-Dene,USA
Matís [mpq],-4.25,-70.15,#406B76,Panoan,Northern Panoan,Peru
Maung [mph],-11.917,133.5,#A9877B,Iwaidjan,Maungic,Australia
Mauwake [mhl],-4.524,145.4,#637876,Trans New Guinea,Madang,Papua New Guinea
Mavea [mkv],-15.42,167.25,#C38F80,Oceanic,Southern Oceanic,Vanuatu
Mawé [mav],-3.156,-56.558,#99716D,Tupian,Mawe,Brazil
Maxakali [mbl],-17,-41,#629F4C,Macro-Je,Maxakalí,Brazil
May [mlf-2],17.84,105.78,#A3E559,Austroasiatic,Khmuic,Vietnam
Maybrat [ayz],-1.25,132.667,#B0B776,West Papuan,Birds Head,Indonesia-Papua
Mayi-Yapi [mnt],-20,141,#4BA373,Pama-Nyungan,Mayi,Australia
Mazanderani [mzn-2],36.24,52.3,#5F8BB0,Indo-European,Indo-Iranian,Iran
Mazatec [mau],18,-96.85,#D3688D,Otomanguean,Eastern Otomanguean,Mexico
Mba [mfc],1,25,#9E92B0,Ubangian,Sere-Mba,Democratic Republic of the Congo
Mbabaram [vmb],-16.85,144.8,#48AB61,Pama-Nyungan,Paman,Australia
Mbaham [bdw],-3,132.5,#59747A,Trans New Guinea,Bomberai,Indonesia-Papua
Mbai [myb],8,17.5,#8CA27F,Nilo-Saharan,Central Sudanic,Chad
Mbere [mdt],-0.481,14.291,#96A9B3,Niger-Kongo,Atlantic-Congo,Congo
Mbiliakamba [lol-2],-4.5,18.6,#B880C1,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Mbre [mka],8.21,-5.73,#86B4A2,Niger-Kongo,Atlantic-Congo,Côte d'Ivoire
Mbudum [xmd],10.47,13.93,#A2A382,Afro-Asiatic,Chadic,Cameroon
Mbugwe [mgz],-3.88,35.8,#BE78BB,Niger-Kongo,Atlantic-Congo,Tanzania
Mbuk [xxx-33],6.53,10.48,#A7A992,Niger-Kongo,Atlantic-Congo,Cameroon
Mbum [mdd],7.85,13.1,#9FC370,Niger-Kongo,Atlantic-Congo,Cameroon
Mbuun [zmp],-5.21,19.43,#C677B4,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Me'en [mym],6.5,35.5,#7F7A9F,Nilo-Saharan,Eastern Sudanic,Ethiopia
Mebengokre [txu],-9,-52,#739C61,Macro-Je,Je,Brazil
Medumba [byv],5.11,10.61,#8FB6A1,Niger-Kongo,Atlantic-Congo,Cameroon
Mehe’ek [nux],-3.75,142.58,#63859C,Sepik,Sepik Tama,Papua New Guinea
Mehináku [mmh],-12.834,-53.427,#906D6B,Arawak,Central Maipuran,Brazil
Mehri [gdq],16,52,#AE7CB5,Afro-Asiatic,Semitic,Yemen
Mehweb [dar-2],42.252,47.045,#4C5B9E,Nakh-Daghestanian,Lak-Dargwa,Russia
Meithei [mni],24.75,94,#558972,Tibeto-Burman,Kuki-Chin-Naga,India
Mekens [skf],-12.5,-61.5,#6F7F51,Tupian,Tupari,Brazil
Mekeo [mek],-8.5,146.467,#8F677B,Oceanic,Western Oceanic,Papua New Guinea
Melanau [mel],2.235,111.22,#BCC258,Malayo-Polynesian,North Borneo,Malaysia-Borneo
Melayu-Palembang [jax-3],-2.99,104.76,#B3C360,Malayo-Polynesian,Malayo-Sumbawan,Indonesia-Sumatra
Memba [tsj-2],29,94.8,#3F9B84,Tibeto-Burman,Bodic,India
Mende [men],8,-11.5,#76A576,Mande,Western Mande,Sierra Leone
Mende [sim],-3.713,142.709,#4DB16D,Sepik,Nukuma,Papua New Guinea
Menominee [mez],45.5,-88.33,#A24665,Algic,Algonquian,USA
Mentawai [mwv],-1.5,99,#B8BD55,Malayo-Polynesian,Batak-Barrier Islands,Indonesia-Sumatra
Menya [mcr],-7.25,146,#674F82,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Meryam Mir [ulk],-9.92,144.08,#5F717C,Eastern Trans Fly,,Australia
Meteq [xem],0.7,110.5,#BAB656,Malayo-Polynesian,Land Dayak,Indonesia-Kalimantan
Mewati [wtm],28.1,77,#508ABF,Indo-European,Indo-Iranian,India
Meyah [mej],-1,133.667,#ADA264,East Bird's Head,Meyah-Moskona,Indonesia-Papua
Meyma'i [soj],33.45,51.17,#7683AA,Indo-European,Indo-Iranian,Iran
Meyor [zkr],28.13,97.02,#427B8B,Tibeto-Burman,Keman-Meyor,India
Mfumte [nfu],6.63,10.99,#8CBC72,Niger-Kongo,Atlantic-Congo,Cameroon
Miami [mia],39,-89,#AC2F4C,Algic,Algonquian,USA
Mian [mpt],-4.667,141.25,#656A89,Trans New Guinea,Ok-Oksapmin,Papua New Guinea
Micmac [mic],45,-63,#A35D7C,Algic,Algonquian,Canada
Midob [mei],15.32,26.47,#527A9F,Nilo-Saharan,Eastern Sudanic,Sudan
Mien Yao [ium],20.833,101.167,#8BD84C,Hmong-Mien,Mienic,Laos
Mien [ium-2],24.583,112.267,#92E361,Hmong-Mien,Mienic,China
Miji [sjl],27.54,92.6,#44997D,Tibeto-Burman,Hrusish,India
Miju [mxj],28,97,#447B84,Tibeto-Burman,Keman-Meyor,India
Mikasuki [mik],32,-85,#65417C,Muskogean,Mikasuki,USA
Milanese [lmo],45.47,9.18,#95AAC4,Indo-European,Romance,Italy
Milang [xxx-17],28.6,94.5,#37A07A,Tibeto-Burman,Macro-Tani,India
Mina [gej],6.6,1.5,#98DA5E,Niger-Kongo,Atlantic-Congo,Togo
Minangkabau [min],-0.95,100.36,#AFB95D,Malayo-Polynesian,Malayo-Sumbawan,Indonesia-Sumatra
Mingrelian [xmf],42.5,41.85,#4D60AD,Kartvelian,Zan,Georgia
Minyanka [myk],12.49,-5.28,#82BC9D,Niger-Kongo,Atlantic-Congo,Mali
Minyong [adi-4],28.435,95.04,#348585,Tibeto-Burman,Macro-Tani,India
Mirandese [mwl],41.49,-6.27,#8BB1BF,Indo-European,Romance,Portugal
Miraña [boa],-1.32,-70.8,#71757D,Boran,Bora,Colombia
Miri [xtc-3],11.05,29.5,#8DB6A5,Kadugli-Krongo,Central-western Kadugli-Krongo,Sudan
Miriwung [mep],-15.667,129,#82626C,Jarrakan,,Australia
Mising [mrg],27.5,94.3,#3A907F,Tibeto-Burman,Macro-Tani,India
Miskito [miq],15.16,-84.29,#668667,Misumalpan,Miskito,Nicaragua
Miwok [skd],37.5,-120,#72477E,Yok-Utian,Utian,USA
Miwok_Lake [lmw],38.93,-122.67,#4E7278,Yok-Utian,Utian,USA
Mixe [mco],17,-95.5,#9E6855,Totozoquean-Chitimacha,Totozoquean,Mexico
Mixtec [mim],17,-99,#CBA27E,Otomanguean,Eastern Otomanguean,Mexico
Mixtec_Tù’un Ndá’vi [mks],17.36,-98.24,#C28E89,Otomanguean,Eastern Otomanguean,Mexico
Miya [mkf],11,10,#B4A38C,Afro-Asiatic,Chadic,Nigeria
Mizo [lus],23.167,92.833,#61A569,Tibeto-Burman,Kuki-Chin-Naga,India
Mlabri [mra],18.833,101,#9ADD58,Austroasiatic,Khmuic,Thailand
Mlaḥsô [lhs],38.45,40.65,#A282C4,Afro-Asiatic,Semitic,Turkey
Mnar [pbv-2],25.9,91.58,#9EA795,Austroasiatic,Khasi-Palaung,India
Mochica [omc],-7.5,-79.33,#665679,Mochica,,Peru
Mocho' [mhc],15.45,-92.17,#C57565,Mayan,Core Mayan,Mexico
Mocoví [moc],-27,-62,#B48557,Guaicuruan,Southern Guaicuruan,Argentina
Mofu [mif],10.5,14.2,#A19684,Afro-Asiatic,Chadic,Cameroon
Moghol [mhj],35,62,#487F98,Mongolic,Core Mongolic,Afghanistan
Mohave [mov],34.67,-114.58,#6A545B,Yuman-Cochimi,Yuman,USA
Mohawk [moh],45,-74.66,#A1595E,Iroquoian,Northern Iroquoian,Canada
Moi [mxn],-1,131.5,#9EBB6A,West Papuan,Birds Head,Indonesia-Papua
Mok [mqt],18.91,99.58,#9BE453,Austroasiatic,Khasi-Palaung,Thailand
Moken [mwt],11,98.5,#9CEE53,Malayo-Polynesian,Malayo-Sumbawan,Myanmar
Mokilese [mkj],6.667,159.75,#B5905A,Oceanic,Micronesian,USA Federated States of Micronesia
Mokilko [moz],11.86,18.18,#9A8699,Afro-Asiatic,Chadic,Chad
Moklen [mkm],8.17,98.32,#A0DE63,Malayo-Polynesian,Malayo-Sumbawan,Thailand
Mokpwe [bri],4.24,9.24,#C288C6,Niger-Kongo,Atlantic-Congo,Cameroon
Moksha [mdf],52.43,43.45,#43769A,Uralic,Mordvinic,Russia
Molala [mbe],43,-122.5,#7F3B7D,Molale,,USA
Moldovan [ron-2],47.02,28.84,#79A8C1,Indo-European,Romance,Moldova
Moloko [mlw],10.75,14.3,#A7B06E,Afro-Asiatic,Chadic,Cameroon
Mombesa [zms],1.62,22.84,#CA80CD,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Mombo Dogon [dmb-2],14.38,-3.66,#737CA4,Dogon,Western Dogon,Mali
Mombum [mso],-8.167,139.083,#576379,Mombum-Koneraw,,Indonesia-Papua
Momu [fqs],-3.167,141.667,#677678,Kwomtari,,Papua New Guinea
Momuna [mqf],-4.92,139.3,#4E9980,Trans New Guinea,Momuna-Mek,Indonesia-Papua
Mon [mnw],15,100,#9ADF5A,Austroasiatic,Mon,Thailand
