glottocode,name,isocodes,level,macroarea,latitude,longitude
nucl1649,Southern-Coastal Tsimshian,tsi,language,North America,52.59103,-128.544545
sout2771,Southern Coastal Yuin,xtv,language,Australia,-37.06227181,149.7169306
sout2992,Southern Conchucos Ancash Quechua,qxo,language,South America,-9.30995,-76.9854
sout2741,Southern Dong,kmc,language,Eurasia,25.8874,109.222
sout2978,Southern East Cree,crj,language,North America,51.4078,-78.6971
sout2715,Southern Ghale,ghe,language,Eurasia,28.106,84.8511
sout2711,Southern Gondi,ggo,language,Eurasia,20.10446,80.27811
sout2826,Southern Grebo,grj,language,Africa,4.47607,-7.56872
sout1555,Southern Guiyang Hmong,hmy,language,Eurasia,26.3902,106.481
sout3236,Southern Gumuz,,language,Africa,9.98,35.51
sout2956,Southern Haida,hax,language,North America,53.2616,-132.008
sout2668,Southern Hindko,hnd,language,Eurasia,33.2122,72.1702
sout2770,Southern Inland Yuin,,language,Australia,-36.30008261,148.7238073
sout3251,Southern Katang,sct,language,Eurasia,16.108419,106.473214
sout2778,Southern Kisi,kss,language,Africa,8.32448,-10.3377
sout2949,Southern Kiwai,kjd,language,Papunesia,-8.64889,143.244
sout2640,Southern Kurdish,sdh,language,Eurasia,32.8977,46.5976
sout3210,Southern Lalo,,language,Eurasia,23.5,99.33
sout3129,Southern Lolopo,ysp,language,Eurasia,23.847,100.89
sout2647,Southern Luri,luz,language,Eurasia,30.4669,50.8382
sout2828,Southern Ma'di,snm,language,Africa,2.8735,31.25
sout3253,Southern Mansi,,language,Eurasia,58.4362,65.5664
sout1556,Southern Mashan Hmong,hma,language,Eurasia,25.3359,106.308
mfum1238,Southern Mfumte,nfu,language,Africa,6.6,10.936386
sout2692,Southern Mnong,mnn,language,Eurasia,12.06354,107.65424
sout2722,Southern Muji,ymc,language,Eurasia,22.87312,103.306087
sout2994,Southern Nambikuára,nab,language,South America,-14.3707,-59.5187
sout2784,Southern Ngbandi,nbw,language,Africa,2.5414,19.5939
sout2689,Southern Nicobarese,nik,language,Eurasia,6.82744,93.8042
sout2723,Southern Nisu,nsd,language,Eurasia,23.058,101.412
sout2795,Southern Nuni,nnw,language,Africa,11.5186,-2.14385
sout2986,Southern Ohlone,css,language,North America,36.787073,-121.487098
sout2932,Southern One,osu,language,Papunesia,-3.41913,141.852
sout2999,Southern Pame,pmz,language,North America,20.966,-99.334
sout2649,Southern Pashto,pbt,language,Eurasia,37.17,68.25
sout2990,Southern Pastaza Quechua,qup,language,South America,-3.32733,-76.527
sout3250,Southern Pinghua,,language,Eurasia,23.011,108.093
sout2984,Southern Pomo,peq,language,North America,38.7643,-122.545
sout3001,Southern Puebla Mixtec,mit,language,North America,18.2123,-97.9572
sout2965,Southern Puget Sound Salish,slh,language,North America,47.263,-122.141
sout2729,Southern Pumi,pmj,language,Eurasia,27.8408,100.622
sout2754,Southern Qiandong Miao,hms,language,Eurasia,25.6618,108.533
sout2728,Southern Qiang,qxs,language,Eurasia,31.5392,103.384
sout2732,Southern Rengma Naga,nre,language,Eurasia,26.1178,94.6853
sout3004,Southern Rincon Zapotec,zsr,language,North America,17.3031,-96.3775
sout3010,Southern Roglai,rgs,language,Eurasia,11.3003,108.318
sout2918,Southern Sama,ssb,language,Papunesia,4.755836,119.483887
sout2674,Southern Sami,sma,language,Eurasia,62.8801,13.7006
sout2844,Southern Samo,sbd,language,Africa,12.713,-2.9052
sout2985,Southern Sierra Miwok,skd,language,North America,38.2363,-120.507
sout2807,Southern Sotho,sot,language,Africa,-30.4445,27.8951
sout2746,Southern Thai,sou,language,Eurasia,6.85668,99.7031
sout2961,Southern Tiwa,tix,language,North America,34.7873,-106.661
sout2797,Southern Toussian,wib,language,Africa,10.877,-4.65678
sout2739,Southern Tujia,tjs,language,Eurasia,28.2368,110.022
sout2957,Southern Tutchone,tce,language,North America,60.7823,-136.573
sout2699,Southern Uzbek,uzs,language,Eurasia,36.6099,60.6907
sout2734,Southern Yamphu,lrr,language,Eurasia,26.932,87.3959
sout2750,Southern Yukaghir,yux,language,Eurasia,64.218,154.375
sout2782,South Fali,fal,language,Africa,9.51408,13.6164
sout3051,South Giziga,giz,language,Africa,10.2809,14.1931
sout2896,South Lembata,lmf,language,Papunesia,-8.49783,123.531
sout3123,South Levantine Arabic,ajp,language,Eurasia,31.5601,38.0837
sout2866,South Marquesan,mqm,language,Papunesia,-9.75663,-138.979
sout2940,South Muyu,kts,language,Papunesia,-6.01385,140.815
sout2895,South Nuaulu,nxl,language,Papunesia,-3.23411,129.148
sout2959,South Slavey,xsl,language,North America,59.8794,-117.047
sout2943,South Tairora,omw,language,Papunesia,-6.35337,145.883
sout3127,South Ucayali Ashéninka,cpy,language,South America,-11.221,-73.001
para1301,South Wa,prk,language,Eurasia,22.8658,99.375
sout2877,South Watut,mcy,language,Papunesia,-7.03751,146.409
sout2892,South Wemale,tlw,language,Papunesia,-3.29102,128.547
sout2832,Southwestern Dinka,dik,language,Africa,8.81115,28.0613
sout2756,Southwestern Guiyang Hmong,hmg,language,Eurasia,26.1803,106.003
sout2755,Southwestern Huishui Hmong,hmh,language,Eurasia,26.0436,106.561
sout3128,Southwestern Nisu,nsv,language,Eurasia,23.058,101.412
sout2718,Southwestern Tamang,tsf,language,Eurasia,27.5722,84.9036
sout2971,Southwestern Tarahumara,twr,language,North America,27.0314,-107.578
sout2977,Southwestern Tepehuan,tla,language,North America,23.2553,-104.688
sout3000,Southwestern Tlaxiaco Mixtec,meh,language,North America,16.9887,-97.7974
sout2785,Southwest Gbaya,gso,language,Africa,4.70037,14.9569
sout2916,Southwest Palawano,plv,language,Papunesia,8.67624,117.36
sout2671,Southwest Pashayi,psh,language,Eurasia,34.8478,69.8734
sout2869,Southwest Tanna,nwi,language,Papunesia,-19.57953,169.35603
sowa1244,Sowa,sww,language,Papunesia,-15.82653,168.18653
sowa1245,Sowanda,sow,language,Papunesia,-3.28373,140.92
soya1237,Soyaltepec Mazatec,vmp,language,North America,18.2868,-96.4946
soya1236,Soyaltepec Mixtec,vmq,language,North America,17.556,-97.1921
stan1288,Spanish,spa,language,Eurasia,40.4414,-1.11788
span1263,Spanish Sign Language,ssp,language,Eurasia,40.0314,-3.70738
spit1240,Spiti Bhoti,spt,language,Eurasia,32.526,77.833
spok1245,Spokane,spo,language,North America,47.9087,-118.062
squa1248,Squamish,squ,language,North America,49.3231,-123.014
sran1240,Sranan Tongo,srn,language,South America,5.83,-55.33
aruo1240,Srenge,lsr,language,Papunesia,-3.45782,142.478
sril1245,Sri Lanka Malay,sci,language,Eurasia,6.91603,79.864
sril1237,Sri Lankan Sign Language,sqs,language,Eurasia,7.10588,79.857
stan1318,Standard Arabic,arb,language,Eurasia,27.9625,43.8525
stan1306,Standard Malay,zsm,language,Eurasia,3.08896,101.699
stel1238,Stellingwerfs,stl,language,Eurasia,52.8933,6.09112
stod1241,Stod Bhoti,sbu,language,Eurasia,32.497,77.116
shan1274,Stodsde,jih,language,Eurasia,32.225,102.63
ston1242,Stoney,sto,language,North America,51.1939,-114.984
stra1244,Straits Salish,str,language,North America,48.51614,-123.757114
suab1238,Suabo,szp,language,Papunesia,-2.07971,132.157
suau1242,Suau,swp,language,Papunesia,-10.6606,150.21
suba1238,Suba,sxb,language,Africa,-0.95719,34.1033
suba1252,Suba-Simbiti,ssc,language,Africa,-1.103296,34.268
subi1247,Subi,xsj,language,Africa,-2.93387,31.3594
subi1246,Subiya,sbs,language,Africa,-17.5696,24.8867
subt1250,Subtiaba,sut,language,North America,12.4667,-86.9166
suda1236,Sudanese Arabic,apd,language,Africa,17.8021,33.3179
suda1237,Sudanese Creole Arabic,pga,language,Africa,5.654,28.774
sude1239,Sudest,tgo,language,Papunesia,-11.5229,153.488
tazn1238,Sud Oranais-Gourara,grr,language,Africa,29.1107,0.01992
suen1241,Suena,sue,language,Papunesia,-7.76339,147.534
suga1249,Suganga,sug,language,Papunesia,-4.5071,141.2
sugu1243,Sugut Dusun,kzs,language,Papunesia,6.14235,117.176
suii1243,Sui,swi,language,Eurasia,24.0488,106.563
suki1245,Suki,sui,language,Papunesia,-8.04783,141.842
suku1259,Suku,sub,language,Africa,-5.76495,17.7736
suku1261,Sukuma,suk,language,Africa,-3.16082,32.8765
suku1272,Sukur,syk,language,Africa,10.8933,13.6437
suku1264,Sukurum,zsu,language,Papunesia,-6.28,146.34187
sula1245,Sula,szn,language,Papunesia,-2.30765,125.966
sulk1246,Sulka,sua,language,Papunesia,-5.03471,151.891
sulo1237,Sulod,srg,language,Papunesia,11.2473,122.551
suma1264,Suma,sqm,language,Africa,7.0953,17.0093
suma1269,Sumariup,siv,language,Papunesia,-4.73083,143.239
suma1270,Sumau,six,language,Papunesia,-5.48556,145.474
sout2808,Sumayela Ndebele,nbl,language,Africa,-25.6272,29.048
sumb1241,Sumbawa,smw,language,Papunesia,-8.71919,117.472
sumb1240,Sumbwa,suw,language,Africa,-3.47335,31.9457
sume1241,Sumerian,sux,language,Eurasia,31.3,45.6667
sumi1235,Sumi Naga,nsm,language,Eurasia,25.9996,94.4235
suna1241,Sunam,ssk,language,Eurasia,31.808,78.4513
sund1252,Sundanese,sun,language,Papunesia,-6.89708,107.106
mari1426,Sunwadia,mrb,language,Papunesia,-14.9738,168.12
sunw1242,Sunwar,suz,language,Eurasia,27.5201,86.2476
suoy1242,Suoy,syo,language,Eurasia,11.936,104.136
supy1237,Supyire Senoufo,spp,language,Africa,11.632,-5.87709
surr1238,Sur,tdl,language,Africa,9.47958,9.49007
surb1238,Surbakhal,sbj,language,Africa,13.1331,21.6243
surg1248,Surgut Khanty,,language,Eurasia,61.25,73.35
surj1235,Surjapuri,sjp,language,Eurasia,25.686,85.792
surs1246,Sursurunga,sgz,language,Papunesia,-3.99078,152.768
suru1263,Suruahá,swx,language,South America,-6.82525,-66.3146
suru1262,Suruí,sru,language,South America,-11.0989,-61.2818
suru1261,Suruí Do Pará,mdz,language,South America,-5.9271,-48.588
susq1241,Susquehannock,sqn,language,North America,41.169,-76.208
susu1250,Susu,sus,language,Africa,10.4046,-13.3628
susu1251,Susuami,ssu,language,Papunesia,-7.19275,146.561
suun1239,Suundi,sdj,language,Africa,-4.58488,13.3212
suwa1241,Suwawa,swu,language,Papunesia,0.4907,123.362
suya1243,Suyá,suy,language,South America,-11.5178,-53.0743
suzh1234,Suzhou,,dialect,,31.3280439,120.364116
svan1243,Svan,sva,language,Eurasia,42.9134,42.5915
swab1242,Swabian,swg,language,Eurasia,49.3879,7.12775
swah1253,Swahili,swh,language,Africa,-8.25605,37.624
swam1239,Swampy Cree,csw,language,North America,56,-95
swat1243,Swati,ssw,language,Africa,-26,31.5
swed1254,Swedish,swe,language,Eurasia,59.800634,17.389526
swed1236,Swedish Sign Language,swl,language,Eurasia,58.929,16.1133
swis1241,Swiss-French Sign Language,ssr,language,Eurasia,46.72252,6.78425
swis1247,Swiss German,gsw,language,Eurasia,47.0516,8.46419
swis1240,Swiss-German Sign Language,sgg,language,Eurasia,47.1069,9.07557
swis1235,Swiss-Italian Sign Language,slf,language,Eurasia,46.3076,8.79111
syan1242,Syan,,language,Africa,1.280475,34.337012
sydn1236,Sydney,xdk,language,Australia,-33.52925837,150.3490464
syen1235,Syenara Senoufo,shz,language,Africa,10.5954,-5.8581
sylh1242,Sylheti,syl,language,Eurasia,24.83724,92.25347
syri1242,Syriem,,language,Eurasia,24.9437,92.9029
taab1238,Taabwa,tap,language,Africa,-7.91416,29.5238
taba1268,Tabaa Zapotec,zat,language,North America,17.2822,-96.2777
taba1263,Tabaru,tby,language,Papunesia,1.46563,127.633
taba1259,Tabasaran,tab,language,Eurasia,42.0198,47.8379
taba1266,Tabasco Chontal,chf,language,North America,18.1713,-92.7367
taba1265,Tabasco Nahuatl,nhc,language,North America,17.9371,-93.5688
taba1264,Tabasco Zoque,zoq,language,North America,18.1713,-93.0968
tabl1243,Tabla,tnm,language,Papunesia,-2.45368,140.396
tabo1241,Tabo,knv,language,Papunesia,-8.09387,143.305
tabr1243,Tabriak,tzx,language,Papunesia,-4.49162,143.593
taca1257,Tacahua-Yolotepec Mixtec,xtt,language,North America,16.9648,-97.4537
taca1256,Tacana,tna,language,South America,-13.39249,-68.04056
tach1250,Tachelhit,shi,language,Africa,29.7854,-7.77879
tada1238,Tadaksahak,dsq,language,Africa,16.685,2.32653
lind1248,Tado-Lindu,klw,language,Papunesia,-1.35748,120.063
tady1237,Tadyawan,tdy,language,Papunesia,13.0211,121.305
taee1237,Tae',rob,language,Papunesia,-2.58205,120.139
tafi1243,Tafi,tcd,language,Africa,6.79522,0.39875
taga1272,Tagabawa,bgs,language,Papunesia,6.9712,125.175
taga1268,Tagakaulu Kalagan,klg,language,Papunesia,6.45338,125.426
taga1273,Tagal Murut,mvv,language,Papunesia,4.42907,116.177
taga1270,Tagalog,tgl,language,Papunesia,14.06,121.747
tagb1258,Tagbanwa,tbw,language,Papunesia,9.54263,118.497
tagb1255,Tagbu,tbm,language,Africa,4.6852,26.4475
tagd1238,Tagdal,tda,language,Africa,16.1908,6.83992
tagi1241,Tagin,tgj,language,Eurasia,27.986064,94.221711
tagi1240,Tagish,tgx,language,North America,60.242,-134.799
tago1246,Tagoi,tag,language,Africa,12.0346,30.9306
tagw1240,Tagwana Senoufo,tgw,language,Africa,8.67053,-5.17372
taha1241,Tahaggart Tamahaq,thv,language,Africa,22.5908,8.73169
tahi1242,Tahitian,tah,language,Papunesia,-17.6485,-149.45
tahl1239,Tahltan,tht,language,North America,58.4498,-130.052
taii1241,Tai,taw,language,Papunesia,-5.29223,144.66
taia1239,Taiap,gpn,language,Papunesia,-4.05047,144.506
taib1242,Taibei Hokkien,,dialect,,25.0853403,121.4231642
taid1249,Tai Daeng,tyr,language,Eurasia,20.4559,104.625
taid1247,Tai Dam,blt,language,Eurasia,18.9572,102.928
taid1248,Tai Do-Mene-Yo,tyj,language,Eurasia,19.1801,104.938
taid1250,Tai Dón,twh,language,Eurasia,21.84898,103.570496667
taih1246,Tai Hongjin,tiz,language,Eurasia,23.3088,102.586
taik1255,Taikat,aos,language,Papunesia,-2.9408,140.7495
tail1247,Tai Long,thi,language,Eurasia,20.045,102.407
taim1250,Tai Mène,tmp,dialect,Eurasia,18.34,104.729
tain1253,Tainae,ago,language,Papunesia,-7.40306,145.682
tain1254,Taino,tnq,language,North America,18.2836,-66.8042
tain1252,Tai Nüa,tdd,language,Eurasia,21.7837,99.722
taip1250,Tai Pao,tpo,language,Eurasia,18.5562,104.658
taih1245,Tai Pao (Retired),thc,language,Eurasia,19.1282,104.225
tair1256,Tairuma,uar,language,Papunesia,-7.94866,145.732
tait1250,Taita,dav,language,Africa,-3.79347,38.57254
tait1248,Tai Thanh,tmm,language,Eurasia,19.66,104.933
taiw1241,Taiwan Sign Language,tss,language,Papunesia,25.0206,121.305
taiy1242,Tai Ya,cuu,language,Eurasia,23.569,101.899
taiy1243,Taiyuan,,dialect,,37.8632119,112.4024883
taiz1242,Ta'izzi-Adeni Arabic,acq,language,Eurasia,13.6555,45.6411
taje1237,Taje,pee,language,Papunesia,-0.72583,120.078
taji1245,Tajik,tgk,language,Eurasia,38.8213,68.5549
taji1248,Tajiki Arabic,abh,language,Eurasia,37.2176,67.3267
taji1246,Tajio,tdj,language,Papunesia,-0.31553,120.01
taju1238,Tajuasohn,tja,language,Africa,5.50685,-8.98904
take1257,Takelma,tkm,language,North America,42.423,-123.452
take1255,Takestani,tks,language,Eurasia,38.1971,47.9954
taki1248,Takia,tbc,language,Papunesia,-4.69057,145.975
takp1246,Takpa (Retired),tkk,language,Eurasia,28.1652,88.4254
taku1254,Takua,tkz,language,Eurasia,15.4299,108.046
taku1257,Takuu,nho,language,Papunesia,-4.773094,157.032085
takw1238,Takwane,tke,language,Africa,-16.2276,36.249
tall1250,Tal,tal,language,Africa,9.15354,9.50774
tala1295,Tala,tak,language,Africa,10.233,9.85457
binu1244,Talaandig-Binukid,bkd,language,Papunesia,8.15933,124.892
tala1285,Talaud,tld,language,Papunesia,4.11846,126.795
tali1262,Taliabu,tlv,language,Papunesia,-1.79516,124.869
tali1257,Talieng,tdf,language,Eurasia,16.5287,106.102
tali1258,Talinga-Bwisi,tlj,language,Africa,0.676185,29.9494
tali1259,Talise,tlr,language,Papunesia,-9.76764,160.231
tall1235,Tallán,,language,South America,-5.330824,-80.651093
talo1252,Taloki,tlk,language,Papunesia,-4.6478,122.872
talo1251,Talondo',tln,language,Papunesia,-2.4525,119.35
talu1239,Talur,ilw,language,Papunesia,-7.88553,126.336
tama1331,Tama (Chad),tma,language,Africa,14.332,21.9951
tama1340,Tama (Colombia),ten,language,South America,1.03332,-75.25
tama1336,Tamagario,tcg,language,Papunesia,-6.64493,138.892
malo1243,Tamambo,mla,language,Papunesia,-15.6835,167.16
tama1338,Tamanaku,tmz,language,South America,2.765,-65.883
tama1335,Taman (Indonesia),tmn,language,Papunesia,1.00003,112.975
tama1328,Taman (Myanmar),tcl,language,Eurasia,25.1566,95.1171
tama1365,Tamasheq,taq,language,Africa,14.2038,-2.41269
tama1339,Tamazola Mixtec,vmx,language,North America,17.1258,-97.0998
tamb1267,Tambas,tdk,language,Africa,9.36039,9.32836
tamb1257,Tambora,xxt,language,Papunesia,-8.25,118
tamb1253,Tambotalo,tls,language,Papunesia,-15.5004,167.139
tamb1254,Tambunan Dusun,kzt,language,Papunesia,5.68284,116.373
tami1290,Tami,tmy,language,Papunesia,-6.70017,147.732
tami1289,Tamil,tam,language,Eurasia,10.520219,78.825989
tamk1242,Tamki,tax,language,Africa,11.4926,18.2295
tamn1235,Tamnim Citak,tml,language,Papunesia,-5.57962,139.233
tamp1254,Tampias Lobu,low,language,Papunesia,5.72467,116.789
tamp1251,Tampuan,tpu,language,Eurasia,13.56447,107.24544
tamp1252,Tampulma,tpm,language,Africa,9.75577,-1.35467
tana1290,Tanacross,tcb,language,North America,63.4046,-143.338
tana1288,Tanahmerah,tcm,language,Papunesia,-2.5523,133.18
tana1289,Tanaina,tfn,language,North America,60.4712,-150.759
tana1281,Tanapag,tpv,language,Papunesia,15.237,145.757
tand1253,Tandia,tni,language,Papunesia,-2.84228,134.532
tand1256,Tandroy-Mahafaly Malagasy,tdx,language,Africa,-24.80155,45.15152
tane1237,Tanema,tnx,language,Papunesia,-11.68,166.97
nucl1696,Tangale,tan,language,Africa,9.75444,11.3228
tang1377,Tangam,,language,Eurasia,28.95,94.98
tang1330,Tangchangya,tnv,language,Eurasia,22.3185,92.5073
tang1348,Tangga,tgg,language,Papunesia,-4.08824,153.611
tang1355,Tanggu,tgu,language,Papunesia,-4.4621,144.916
tang1336,Tangkhul Naga,nmf,language,Eurasia,25.0489,94.3567
tang1353,Tangko,tkx,language,Papunesia,-5.13343,140.269
tang1372,Tanglang-Toloza,ytl,language,Eurasia,26.9,99.9
tang1374,Tangshewi,tnf,language,Eurasia,38.2267,71.2542
tang1356,Tanguat,tbs,language,Papunesia,-4.57282,144.927
tang1334,Tangut,txg,language,Eurasia,38.894904,102.246464
tang1373,Tangwang,,language,Eurasia,35.803799,103.54273
tani1255,Tanimbili,tbe,language,Papunesia,-11.2975,166.507
tani1257,Tanimuca-Retuarã,tnc,language,South America,-0.59023,-70.3853
tanj1247,Tanjijili,uji,language,Africa,9.40121,6.87432
tano1246,Tanosy Malagasy,txy,language,Africa,-24.9186,47.1357
lowe1412,Tanudan Kalinga,kml,language,Papunesia,17.3441,121.311
tanz1238,Tanzanian Sign Language,tza,language,Africa,-6.82431,39.127
nort1550,Taos Northern Tiwa,twf,language,North America,36.4277,-105.604
taoy1234,Taoyuan-Miaoli,,dialect,,24.854549,120.9520006
tape1236,Tapeba,tbb,language,South America,-4.99999,-40.3333
tape1242,Tapei,afp,language,Papunesia,-4.77763,143.337
tapi1253,Tapieté,tpj,language,South America,-21.4169,-62.684
tapi1254,Tapirapé,taf,language,South America,-10.5373,-50.5438
opuu1239,T'apo,lgn,language,Africa,8.47526,33.853
tara1303,Tarairiu,,language,South America,-5.5471,-37.509155
tara1313,Tarao,tro,language,Eurasia,24.4003,94.1703
tare1239,Tareng,tgr,language,Eurasia,15.4928,107.296
tari1256,Tariana,tae,language,South America,0.440205,-68.9042
tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,language,Africa,34.916974,-3.430616
tarj1235,Tarjumo,txj,language,Africa,11.852298,13.157959
taro1263,Tarok,yer,language,Africa,8.98356,10.0288
taro1264,Taroko,trv,language,Papunesia,23.9032,121.358
tarp1240,Tarpia,tpf,language,Papunesia,-2.322279,140.115497
taru1236,Taruma,tdm,language,South America,-0.90963,-59.904786
tasa1240,Tasawaq,twq,language,Africa,16.7814,6.92037
tasm1246,Tasmate,tmt,language,Papunesia,-15.0792,166.664
talo1250,Tasomi-Tata,tlo,language,Africa,10.6453,30.4815
tata1258,Tataltepec Chatino,cta,language,North America,16.2963,-97.5311
tata1257,Tatana,txx,language,Papunesia,5.49808,115.553
tata1255,Tatar,tat,language,Eurasia,55,50
tatu1247,Tatuyo,tav,language,South America,0.55582,-70.5327
taua1242,Tauade,ttd,language,Papunesia,-8.3486,147.094
taul1251,Taulil,tuh,language,Papunesia,-4.44425,152.095
taun1248,Taungyo,tco,language,Eurasia,20.4104,96.7401
taup1242,Taupota,tpa,language,Papunesia,-10.2275,150.373
taus1252,Tause,tad,language,Papunesia,-2.8406,136.899
taus1253,Taushiro,trr,language,South America,-3.22497,-75.5603
taus1251,Tausug,tsg,language,Papunesia,5.12236,118.88
tauy1241,Tauya,tya,language,Papunesia,-5.74255,145.366
tave1240,Taveta,tvs,language,Africa,-3.41822,37.7061
tavo1242,Tavoyan,tvn,language,Eurasia,14.1078,98.194
tavr1235,Tavringer Romani,rmu,language,Eurasia,62.2313,14.4036
tawa1275,Tawala,tbo,language,Papunesia,-10.3115,150.644
tawa1286,Tawallammat Tamajaq,ttq,language,Africa,13.9878,4.47692
tawa1278,Tawandê,xtw,language,South America,-11.784632,-60.535032
tawa1289,Tawang Monpa,twm,language,Eurasia,27.7686,92.1838
tawa1270,Tawara,twl,language,Africa,-16.0167,31.621
tawo1244,Taworta,tbp,language,Papunesia,-3.43455,139.061
tawo1243,Tawoyan,twy,language,Papunesia,-1.30017,115.204
diga1241,Tawra,mhu,language,Eurasia,28.4993,96.8803
tayy1238,Tày,tyz,language,Eurasia,21.6448,106.167
taya1256,Tayabas Ayta near Lucena City in Western Quezon,ayy,language,Papunesia,16.3171,121.293
taya1257,Tayart Tamajeq,thz,language,Africa,16.9232,7.6743
tayb1240,Tay Boi,tas,language,Eurasia,13.8962,108.257
tayk1238,Tay Khang,tnu,language,Eurasia,18.6624,104.367
tayo1238,Tayo,cks,language,Papunesia,-22.2277,166.546
tays1238,Tày Sa Pa,tys,language,Eurasia,22.295,103.805
tayt1241,Tày Tac,tyt,language,Eurasia,21.3831,104.008
tbol1240,Tboli,tbl,language,Papunesia,6.20377,124.538
tchi1245,Tchitchege,tck,language,Africa,-2.03393,13.6001
tchu1241,Tchumbuli,bqa,language,Africa,8.43449,2.55627
tean1237,Teanu,tkw,language,Papunesia,-11.6752,166.868
tebu1239,Tebul Ure Dogon,dtu,language,Africa,14.66,-3.1
tecp1235,Tecpatlán Totonac,tcw,language,North America,20.2957,-97.8436
teda1241,Tedaga,tuq,language,Africa,18.0426,14.7717
tedi1235,Tedim Chin,ctd,language,Eurasia,23.6079,93.519
teee1242,Tee,tkq,language,Africa,4.73213,7.37553
teen1242,Téén,lor,language,Africa,9.84556,-3.71183
tefa1238,Tefaro,tfo,language,Papunesia,-2.35042,136.753
tega1236,Tegali,ras,language,Africa,11.9523,31.1112
opat1246,Teguima,opt,language,North America,31.15211,-110.06212
tehi1237,Tehit,kps,language,Papunesia,-1.51049,131.985
tehu1242,Tehuelche,teh,language,South America,-47.5796,-68.3235
teiw1235,Teiwa,twe,language,Papunesia,-8.37662,124.174
teja1235,Tejalapan Zapotec,ztt,language,North America,17.0944,-96.8876
teke1278,Teke-Eboo-Nzikou,ebo,language,Africa,-2.6236,17.031
teke1274,Teke-Fuumu,ifm,language,Africa,-3.59003,15.5061
teke1280,Teke-Kukuya,kkw,language,Africa,-2.27122,14.4407
teke1277,Teke-Laali,lli,language,Africa,-3.34458,13.2703
teke1279,Teke-Nzikou,nzu,language,Africa,-2.65261,15.2047
teke1275,Teke-Tege,teg,language,Africa,-1.61688,14.8664
teke1281,Teke-Tsaayi,tyi,language,Africa,-2.98028,13.8603
teke1276,Teke-Tyee,tyx,language,Africa,-3.50685,13.8668
tekt1235,Tektiteko,ttc,language,North America,15.4599,-92.1136
tela1241,Tela-Masbuar,tvm,language,Papunesia,-8.01195,129.687
tele1256,Telefol,tlf,language,Papunesia,-5.07444,141.731
telu1262,Telugu,tel,language,Eurasia,16.4529,78.7024
telu1263,Teluti,tlt,language,Papunesia,-3.2969,129.663
temm1241,Tem,kdh,language,Africa,8.967,1.136
tema1239,Temascaltepec Nahuatl,nhv,language,North America,19.3282,-99.7968
temb1270,Tembo (Kitembo),tbt,language,Africa,-1.91863,28.5778
teme1252,Teme,tdo,language,Africa,8.74437,11.3894
nucl1339,Temein,teq,language,Africa,11.8275,29.3898
temi1247,Temi,soz,language,Africa,-2.19303,35.8035
temi1246,Temiar,tea,language,Eurasia,4.974,101.438
temo1245,Temoaya Otomi,ott,language,North America,19.6001,-99.6541
temo1243,Temoq,tmo,language,Eurasia,3.11331,102.916
temp1235,Tempasuk Dusun,tdu,language,Papunesia,6.36389,116.545
temu1239,Temuan,tmw,language,Eurasia,2.78176,101.906
tenn1245,T'en,tct,language,Eurasia,25.6717,107.309
tena1240,Tena Lowland Quichua,quw,language,South America,-0.76271,-77.5404
tena1241,Tenango Otomi,otn,language,North America,20.4262,-98.1751
temb1276,Tenetehara,tqb,language,South America,-2.6123,-48.2359
teng1267,Tenggarong Kutai Malay,vkt,language,Papunesia,0.71803,117.645
teng1272,Tengger,tes,language,Papunesia,-7.89069,113.037
tene1248,Tengou-Togo Dogon,dtk,language,Africa,14.0675,-3.37158
tenh1241,Tenharim,pah,language,South America,-7.92626,-61.936
teni1238,Tenino,tqn,language,North America,44.7985,-121.44
teni1244,Tenis,tns,language,Papunesia,-2.71805,150.923
tenn1246,Tennet,tex,language,Africa,4.91107,32.6307
teoj1234,Teojomulco Chatino,,language,North America,16.590622,-97.224437
teop1238,Teop,tio,language,Papunesia,-5.67474,154.971
teor1240,Teor,tev,language,Papunesia,-4.74159,131.737
tepp1235,Tep,,language,Africa,6.675724,11.117363
tepe1278,Tepecano,tep,language,North America,19.2343,-101.729
tepe1279,Tepetotutla Chinantec,cnt,language,North America,17.7115,-96.5404
tepe1280,Tepeuxila Cuicatec,cux,language,North America,17.756,-96.788
tepi1241,Tepinapa Chinantec,cte,language,North America,17.6651,-96.1433
tepo1239,Tepo Krumen,ted,language,Africa,5.16267,-7.66346
tequ1245,Tequistlateco Chontal,,language,North America,16.4,-95.59
tera1251,Tera,ttr,language,Africa,11.0376,11.80953
tere1276,Terebu,trb,language,Papunesia,-3.68721,143.835
tere1278,Terei,buo,language,Papunesia,-6.70051,155.745
tere1279,Terena-Kinikinao-Chane,ter,language,South America,-20.6614,-56.0329
tere1272,Teressa,tef,language,Eurasia,8.23716,93.1297
tere1277,Tereweng,twg,language,Papunesia,-8.48063,124.271
teri1250,Teribe,tfr,language,North America,9.067,-82.9631
teri1244,Terik,tec,language,Africa,0.6,35
term1237,Termanu,twu,language,Papunesia,-10.7326,123.169
tern1247,Ternate,tft,language,Papunesia,0.80562,127.333
tern1248,Ternateño,tmg,language,Papunesia,0.93149,127.567
ters1235,Ter Sami,sjt,language,Eurasia,67.2458,38.5061
tesa1236,Tesaka Malagasy,tkg,language,Africa,-23.3,47.33
